# substitution tolerance: per-token CE delta (arm minus unperturbed) on cached test micro-batches; BPB = CE/2.9780 (pythia-50k runs) or CE/2.7568 (tok16k 1e17); 95% percentile bootstrap over documents, 2000 resamples; producer analysis/residency/substitution_tolerance.py from analysis/probes/substitution_eval.py .npz records
run,budget,regime,grain,experts,topk,seed,condition,gate,fraction,layer,n_tokens,n_docs,ref_ce,ref_bpb,delta_ce,delta_ce_lo95,delta_ce_hi95,delta_bpb,delta_bpb_lo95,delta_bpb_hi95,hook_calls,subs_per_token_layer,replay_drift
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,stale,own,matched,all,1048576,1322,,,-0.082180,-0.083566,-0.080695,-0.0276,-0.0281,-0.0271,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,stale,inherit,matched,all,1048576,1322,,,-0.133828,-0.135660,-0.132035,-0.0449,-0.0456,-0.0443,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,zero,-,matched,all,1048576,1322,,,-0.024395,-0.026005,-0.022824,-0.0082,-0.0087,-0.0077,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,one,all,1048576,1322,,,-0.005104,-0.005891,-0.004297,-0.0017,-0.0020,-0.0014,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,inherit,one,all,1048576,1322,,,-0.021278,-0.022256,-0.020257,-0.0071,-0.0075,-0.0068,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,nextbest,own,one,all,1048576,1322,,,-0.008286,-0.009159,-0.007428,-0.0028,-0.0031,-0.0025,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,nextbest,inherit,one,all,1048576,1322,,,-0.020245,-0.021199,-0.019283,-0.0068,-0.0071,-0.0065,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,stale,own,one,all,1048576,1322,,,-0.006394,-0.007237,-0.005558,-0.0021,-0.0024,-0.0019,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,stale,inherit,one,all,1048576,1322,,,-0.021200,-0.022251,-0.020139,-0.0071,-0.0075,-0.0068,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,zero,-,one,all,1048576,1322,,,-0.004726,-0.005562,-0.003928,-0.0016,-0.0019,-0.0013,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L2,1048576,1322,,,-0.000565,-0.001276,0.000165,-0.0002,-0.0004,0.0001,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L3,1048576,1322,,,-0.002402,-0.003155,-0.001670,-0.0008,-0.0011,-0.0006,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L4,1048576,1322,,,-0.005298,-0.005854,-0.004736,-0.0018,-0.0020,-0.0016,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L5,1048576,1322,,,-0.003736,-0.004238,-0.003247,-0.0013,-0.0014,-0.0011,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L6,1048576,1322,,,-0.003995,-0.004446,-0.003564,-0.0013,-0.0015,-0.0012,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L7,1048576,1322,,,-0.003214,-0.003685,-0.002754,-0.0011,-0.0012,-0.0009,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L8,1048576,1322,,,-0.002514,-0.003030,-0.001991,-0.0008,-0.0010,-0.0007,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,L9,1048576,1322,,,0.000040,-0.000471,0.000559,0.0000,-0.0002,0.0002,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,all,1048576,1322,,,-0.020346,-0.021854,-0.018767,-0.0068,-0.0073,-0.0063,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,inherit,matched,all,1048576,1322,,,-0.061800,-0.063530,-0.060077,-0.0208,-0.0213,-0.0202,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,nextbest,own,matched,all,1048576,1322,,,-0.012383,-0.014077,-0.010717,-0.0042,-0.0047,-0.0036,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,nextbest,inherit,matched,all,1048576,1322,,,-0.051952,-0.053546,-0.050210,-0.0174,-0.0180,-0.0169,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,stale,own,matched,all,1048576,1322,,,-0.079951,-0.081336,-0.078475,-0.0268,-0.0273,-0.0264,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,stale,inherit,matched,all,1048576,1322,,,-0.126196,-0.128004,-0.124488,-0.0424,-0.0430,-0.0418,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,zero,-,matched,all,1048576,1322,,,-0.020546,-0.022182,-0.019011,-0.0069,-0.0074,-0.0064,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,one,all,1048576,1322,,,-0.004041,-0.004841,-0.003187,-0.0014,-0.0016,-0.0011,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,inherit,one,all,1048576,1322,,,-0.018848,-0.019873,-0.017816,-0.0063,-0.0067,-0.0060,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,nextbest,own,one,all,1048576,1322,,,-0.006705,-0.007677,-0.005654,-0.0023,-0.0026,-0.0019,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,nextbest,inherit,one,all,1048576,1322,,,-0.019720,-0.020726,-0.018681,-0.0066,-0.0070,-0.0063,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,stale,own,one,all,1048576,1322,,,-0.004350,-0.005161,-0.003458,-0.0015,-0.0017,-0.0012,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,stale,inherit,one,all,1048576,1322,,,-0.019090,-0.020090,-0.018047,-0.0064,-0.0067,-0.0061,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,zero,-,one,all,1048576,1322,,,-0.004470,-0.005306,-0.003625,-0.0015,-0.0018,-0.0012,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L2,1048576,1322,,,-0.012505,-0.013388,-0.011449,-0.0042,-0.0045,-0.0038,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L3,1048576,1322,,,0.001544,0.000726,0.002291,0.0005,0.0002,0.0008,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L4,1048576,1322,,,-0.003479,-0.004062,-0.002878,-0.0012,-0.0014,-0.0010,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L5,1048576,1322,,,-0.003988,-0.004520,-0.003475,-0.0013,-0.0015,-0.0012,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L6,1048576,1322,,,-0.003751,-0.004238,-0.003290,-0.0013,-0.0014,-0.0011,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L7,1048576,1322,,,-0.000128,-0.000586,0.000323,-0.0000,-0.0002,0.0001,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L8,1048576,1322,,,0.000208,-0.000239,0.000674,0.0001,-0.0001,0.0002,,,
flame38m_g3_temporal_s3-minus-flame38m_g3_moe_s3,1e18,pair,3,192,18,3,random,own,matched,L9,1048576,1322,,,0.004020,0.003569,0.004475,0.0014,0.0012,0.0015,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,all,1048576,1308,,,-0.030067,-0.031504,-0.028557,-0.0109,-0.0114,-0.0104,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,inherit,matched,all,1048576,1308,,,-0.061963,-0.063762,-0.060295,-0.0225,-0.0231,-0.0219,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,nextbest,own,matched,all,1048576,1308,,,-0.034199,-0.035814,-0.032611,-0.0124,-0.0130,-0.0118,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,nextbest,inherit,matched,all,1048576,1308,,,-0.058052,-0.059711,-0.056426,-0.0211,-0.0217,-0.0205,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,stale,own,matched,all,1048576,1308,,,-0.085328,-0.086926,-0.083774,-0.0310,-0.0315,-0.0304,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,stale,inherit,matched,all,1048576,1308,,,-0.120714,-0.122577,-0.118787,-0.0438,-0.0445,-0.0431,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,zero,-,matched,all,1048576,1308,,,-0.026559,-0.028174,-0.024998,-0.0096,-0.0102,-0.0091,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,one,all,1048576,1308,,,-0.007342,-0.008286,-0.006505,-0.0027,-0.0030,-0.0024,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,inherit,one,all,1048576,1308,,,-0.016135,-0.017238,-0.015032,-0.0059,-0.0063,-0.0055,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,nextbest,own,one,all,1048576,1308,,,-0.013281,-0.014132,-0.012334,-0.0048,-0.0051,-0.0045,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,nextbest,inherit,one,all,1048576,1308,,,-0.018599,-0.019598,-0.017590,-0.0067,-0.0071,-0.0064,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,stale,own,one,all,1048576,1308,,,-0.008442,-0.009310,-0.007570,-0.0031,-0.0034,-0.0027,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,stale,inherit,one,all,1048576,1308,,,-0.016744,-0.017689,-0.015794,-0.0061,-0.0064,-0.0057,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,zero,-,one,all,1048576,1308,,,-0.007053,-0.007898,-0.006251,-0.0026,-0.0029,-0.0023,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,L2,1048576,1308,,,-0.002134,-0.003016,-0.001288,-0.0008,-0.0011,-0.0005,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,L3,1048576,1308,,,-0.001983,-0.002620,-0.001315,-0.0007,-0.0010,-0.0005,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,L4,1048576,1308,,,-0.000486,-0.001092,0.000104,-0.0002,-0.0004,0.0000,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,L5,1048576,1308,,,-0.009087,-0.009765,-0.008381,-0.0033,-0.0035,-0.0030,,,
g3_tmoe_s2_1e17-minus-g3_moe_s2_1e17,1e17,pair,3,192,18,1,random,own,matched,L6,1048576,1308,,,-0.010592,-0.011265,-0.009936,-0.0038,-0.0041,-0.0036,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,all,1048576,1322,,,-0.011734,-0.013709,-0.009821,-0.0039,-0.0046,-0.0033,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,inherit,matched,all,1048576,1322,,,-0.091788,-0.094150,-0.089443,-0.0308,-0.0316,-0.0300,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,nextbest,own,matched,all,1048576,1322,,,-0.020811,-0.022713,-0.018887,-0.0070,-0.0076,-0.0063,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,nextbest,inherit,matched,all,1048576,1322,,,-0.068002,-0.070190,-0.065777,-0.0228,-0.0236,-0.0221,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,stale,own,matched,all,1048576,1322,,,-0.011675,-0.013485,-0.009801,-0.0039,-0.0045,-0.0033,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,stale,inherit,matched,all,1048576,1322,,,-0.089054,-0.091390,-0.086695,-0.0299,-0.0307,-0.0291,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,zero,-,matched,all,1048576,1322,,,-0.006041,-0.007817,-0.004191,-0.0020,-0.0026,-0.0014,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L2,1048576,1322,,,0.007745,0.006540,0.008944,0.0026,0.0022,0.0030,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L3,1048576,1322,,,0.004050,0.003576,0.004529,0.0014,0.0012,0.0015,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L4,1048576,1322,,,0.000553,0.000152,0.000939,0.0002,0.0001,0.0003,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L5,1048576,1322,,,-0.002424,-0.002805,-0.002025,-0.0008,-0.0009,-0.0007,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L6,1048576,1322,,,-0.000924,-0.001356,-0.000502,-0.0003,-0.0005,-0.0002,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L7,1048576,1322,,,-0.001643,-0.002145,-0.001157,-0.0006,-0.0007,-0.0004,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L8,1048576,1322,,,-0.000578,-0.000988,-0.000133,-0.0002,-0.0003,-0.0000,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L9,1048576,1322,,,0.000338,-0.000120,0.000786,0.0001,-0.0000,0.0003,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L10,1048576,1322,,,-0.001137,-0.001563,-0.000711,-0.0004,-0.0005,-0.0002,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L11,1048576,1322,,,-0.000819,-0.001282,-0.000384,-0.0003,-0.0004,-0.0001,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L12,1048576,1322,,,-0.002803,-0.003316,-0.002286,-0.0009,-0.0011,-0.0008,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L13,1048576,1322,,,-0.001618,-0.002169,-0.001092,-0.0005,-0.0007,-0.0004,,,
g1_tmoe_coarse_1e19-minus-moe_coarse_1e19,1e19,pair,1,64,6,1,random,own,matched,L14,1048576,1322,,,-0.003689,-0.004289,-0.003116,-0.0012,-0.0014,-0.0010,,,
