"# AUTHORITATIVE ROWS ONLY: one row per (record, arm, task, metric), all from the single-pass sampled protocol (never greedy; eos-only stops; thinking stripped before scoring; budgets in max_gen_toks) or the bespoke producers listed in DATA_CONTRACT.md. Full history: superseded/instruct_genbench_vllm_history.csv"
model,E,k,arm,R,task,metric,value,limit,max_gen_toks,secs
qwen35_halfgrain_dzq_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.880503,200,2048,257
qwen35_halfgrain_dzq_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.845000,200,2048,257
qwen35_halfgrain_dzq_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.899371,200,2048,257
qwen35_halfgrain_dzq_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,518
qwen35_halfgrain_dzq_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.871951,full,2048,518
qwen35_halfgrain_dzq_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1597
qwen35_halfgrain_dzq_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.631579,4,2048,1597
gemma4_halfgrain_dzh,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,73
gemma4_halfgrain_dzh,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,73
gemma4_halfgrain_dzh,256,16,free,,ifeval,sample_len,200.000000,200,2048,60
gemma4_halfgrain_dzh,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.875000,200,2048,60
gemma4_halfgrain_dzh,256,16,free,,ifeval,"inst_level_strict_acc,none",0.918239,200,2048,60
gemma4_halfgrain_dzh,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.895000,200,2048,60
gemma4_halfgrain_dzh,256,16,free,,ifeval,"inst_level_loose_acc,none",0.927673,200,2048,60
gemma4_halfgrain_dzh,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,149
gemma4_halfgrain_dzh,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.835000,200,2048,149
gemma4_halfgrain_dzh,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,167
gemma4_halfgrain_dzh,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.810000,200,2048,167
gemma4_halfgrain_dzh,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,167
gemma4_halfgrain_dzh,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.835000,200,2048,167
gemma4_halfgrain_dzh,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.893082,200,2048,167
gemma4_halfgrain_dzh,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.963415,full,1536,69
gemma4_halfgrain_dzh,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.506098,full,1536,476
gemma4_halfgrain_dzh_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.512195,full,3072,699
qwen35_halfgrain_dzq2_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.805000,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.835000,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.889937,200,2048,145
qwen35_halfgrain_dzq2_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,188
qwen35_halfgrain_dzq2_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.926829,full,2048,188
qwen35_halfgrain_dzq2_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,226
qwen35_halfgrain_dzq2_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.552632,4,2048,226
qwen35_halfgrain_dzq2_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,261
qwen35_halfgrain_dzq2_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.690000,200,2048,261
qwen35_halfgrain_dzq2_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,257
qwen35_halfgrain_dzq2_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.795000,200,2048,257
qwen35_halfgrain_dzq2_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.867925,200,2048,257
qwen35_halfgrain_dzq2_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.840000,200,2048,257
qwen35_halfgrain_dzq2_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.896226,200,2048,257
qwen35_halfgrain_dzq2_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,525
qwen35_halfgrain_dzq2_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.878049,full,2048,525
qwen35_halfgrain_dzq2_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1425
qwen35_halfgrain_dzq2_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.609649,4,2048,1425
qwen35_halfgrain_dzq_off,512,16,R64,64,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,267
qwen35_halfgrain_dzq_off,512,16,R64,64,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.690000,200,2048,267
qwen35_halfgrain_dzq_off,512,16,R64,64,ifeval,sample_len,200.000000,200,2048,232
qwen35_halfgrain_dzq_off,512,16,R64,64,ifeval,"prompt_level_strict_acc,none",0.785000,200,2048,232
qwen35_halfgrain_dzq_off,512,16,R64,64,ifeval,"inst_level_strict_acc,none",0.855346,200,2048,232
qwen35_halfgrain_dzq_off,512,16,R64,64,ifeval,"prompt_level_loose_acc,none",0.835000,200,2048,232
qwen35_halfgrain_dzq_off,512,16,R64,64,ifeval,"inst_level_loose_acc,none",0.893082,200,2048,232
qwen35_halfgrain_dzq_off,512,16,R64,64,humaneval_instruct,sample_len,164.000000,full,2048,503
qwen35_halfgrain_dzq_off,512,16,R64,64,humaneval_instruct,"pass@1,create_test",0.871951,full,2048,503
qwen35_halfgrain_dzq_off,512,16,R128,128,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,294
qwen35_halfgrain_dzq_off,512,16,R128,128,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.735000,200,2048,294
qwen35_halfgrain_dzq_off,512,16,R128,128,ifeval,sample_len,200.000000,200,2048,259
qwen35_halfgrain_dzq_off,512,16,R128,128,ifeval,"prompt_level_strict_acc,none",0.765000,200,2048,259
qwen35_halfgrain_dzq_off,512,16,R128,128,ifeval,"inst_level_strict_acc,none",0.849057,200,2048,259
qwen35_halfgrain_dzq_off,512,16,R128,128,ifeval,"prompt_level_loose_acc,none",0.830000,200,2048,259
qwen35_halfgrain_dzq_off,512,16,R128,128,ifeval,"inst_level_loose_acc,none",0.889937,200,2048,259
qwen35_halfgrain_dzq_off,512,16,R128,128,humaneval_instruct,sample_len,164.000000,full,2048,503
qwen35_halfgrain_dzq_off,512,16,R128,128,humaneval_instruct,"pass@1,create_test",0.890244,full,2048,503
qwen35_halfgrain_dzm_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,130
qwen35_halfgrain_dzm_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.835000,200,2048,130
qwen35_halfgrain_dzm_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,132
qwen35_halfgrain_dzm_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.825000,200,2048,132
qwen35_halfgrain_dzm_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.886792,200,2048,132
qwen35_halfgrain_dzm_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.850000,200,2048,132
qwen35_halfgrain_dzm_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.902516,200,2048,132
qwen35_halfgrain_dzm_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,183
qwen35_halfgrain_dzm_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.920732,full,2048,183
qwen35_halfgrain_dzm_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,213
qwen35_halfgrain_dzm_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.592105,4,2048,213
qwen35_halfgrain_dzm_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,263
qwen35_halfgrain_dzm_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.710000,200,2048,263
qwen35_halfgrain_dzm_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,254
qwen35_halfgrain_dzm_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.790000,200,2048,254
qwen35_halfgrain_dzm_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.861635,200,2048,254
qwen35_halfgrain_dzm_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.820000,200,2048,254
qwen35_halfgrain_dzm_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.880503,200,2048,254
qwen35_halfgrain_dzm_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,524
qwen35_halfgrain_dzm_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.890244,full,2048,524
qwen35_halfgrain_dzm_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1419
qwen35_halfgrain_dzm_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.578947,4,2048,1419
olmoe_instruct,64,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.552632,4,2048,57
olmoe_instruct,64,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.460526,4,2048,57
olmoe_instruct,64,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.456140,4,2048,504
olmoe_instruct,64,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.350877,4,2048,504
qwen35_instruct,256,8,free,,humaneval_think,"pass@1,channel-aware",0.951220,full,4096,282
qwen35_instruct,256,8,R8,8,humaneval_think,"pass@1,channel-aware",0.890244,full,4096,761
qwen35_instruct,256,8,R32,32,humaneval_think,"pass@1,channel-aware",0.963415,full,4096,691
qwen35_instruct,256,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.881579,4,4096,1025
qwen35_instruct,256,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.842105,4,4096,1025
qwen35_instruct,256,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.815789,4,4096,3179
qwen35_instruct,256,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.741228,4,4096,3179
qwen35_instruct,256,8,R32,32,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.877193,4,4096,2867
qwen35_instruct,256,8,R32,32,mmlu_gptoss_relaxed,"acc,strict-flan",0.850877,4,4096,2867
lfm25_instruct,32,4,free,,humaneval_think,"pass@1,channel-aware",0.829268,full,4096,87
lfm25_instruct,32,4,R4,4,humaneval_think,"pass@1,channel-aware",0.670732,full,4096,207
lfm25_instruct,32,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.596491,4,4096,128
lfm25_instruct,32,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.004386,4,4096,128
lfm25_instruct,32,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.557018,4,4096,730
lfm25_instruct,32,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.004386,4,4096,730
gptoss_20b_low,32,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.939024,full,2048,30
gptoss_20b,32,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.920732,full,2048,67
gptoss_20b_high,32,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.853659,full,4096,134
gptoss_20b_low,32,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.926829,full,2048,158
gptoss_20b,32,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.939024,full,2048,212
gptoss_20b_high,32,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.798780,full,4096,320
gptoss_20b_low,32,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.824561,4,4096,65
gptoss_20b_low,32,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,65
gptoss_20b_low,32,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.815789,4,4096,745
gptoss_20b_low,32,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,745
gptoss_20b,32,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.807018,4,4096,120
gptoss_20b,32,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,120
gptoss_20b,32,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.793860,4,4096,887
gptoss_20b,32,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.026316,4,4096,887
gptoss_20b_high,32,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.864035,4,4096,174
gptoss_20b_high,32,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.017544,4,4096,174
gptoss_20b_high,32,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.807018,4,4096,862
gptoss_20b_high,32,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.013158,4,4096,862
gemma4_instruct,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,67
gemma4_instruct,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.926829,full,1536,186
gemma4_instruct,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,187
gemma4_think_on,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.786585,full,3072,228
gemma4_think_on,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.664634,full,3072,900
gemma4_think_on,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.762195,full,3072,840
gemma4_think_on,128,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.938596,4,4096,296
gemma4_think_on,128,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.600877,4,4096,296
gemma4_think_on,128,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.894737,4,4096,1457
gemma4_think_on,128,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.495614,4,4096,1457
gemma4_think_on,128,8,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.929825,4,4096,1388
gemma4_think_on,128,8,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.600877,4,4096,1388
gptoss_120b_low,128,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.945122,full,2048,57
gptoss_120b,128,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.951220,full,2048,100
gptoss_120b_high,128,4,free,,humaneval_gptoss,"pass@1,channel-aware",0.926829,full,4096,191
gptoss_120b_low,128,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.951220,full,2048,247
gptoss_120b,128,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.969512,full,2048,309
gptoss_120b_high,128,4,R4,4,humaneval_gptoss,"pass@1,channel-aware",0.902439,full,4096,482
gptoss_120b_low,128,4,R16,16,humaneval_gptoss,"pass@1,channel-aware",0.932927,full,2048,243
gptoss_120b,128,4,R16,16,humaneval_gptoss,"pass@1,channel-aware",0.945122,full,2048,311
gptoss_120b_high,128,4,R16,16,humaneval_gptoss,"pass@1,channel-aware",0.932927,full,4096,464
gptoss_120b_low,128,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.894737,4,4096,129
gptoss_120b_low,128,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,129
gptoss_120b_low,128,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.903509,4,4096,1147
gptoss_120b_low,128,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,1147
gptoss_120b_low,128,4,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.894737,4,4096,1156
gptoss_120b_low,128,4,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,1156
gptoss_120b,128,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.868421,4,4096,114
gptoss_120b,128,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.013158,4,4096,114
gptoss_120b,128,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.859649,4,4096,1282
gptoss_120b,128,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.000000,4,4096,1282
gptoss_120b,128,4,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.868421,4,4096,1277
gptoss_120b,128,4,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.021930,4,4096,1277
gptoss_120b_high,128,4,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.912281,4,4096,256
gptoss_120b_high,128,4,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.057018,4,4096,256
gptoss_120b_high,128,4,R4,4,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.903509,4,4096,1593
gptoss_120b_high,128,4,R4,4,mmlu_gptoss_relaxed,"acc,strict-flan",0.017544,4,4096,1593
gptoss_120b_high,128,4,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.907895,4,4096,1586
gptoss_120b_high,128,4,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.030702,4,4096,1586
gptoss_20b_high_cap16k,32,4,free,,ifeval,sample_len,200.000000,200,16384,560
gptoss_20b_high_cap16k,32,4,free,,ifeval,"prompt_level_strict_acc,none",0.860000,200,16384,560
gptoss_20b_high_cap16k,32,4,free,,ifeval,"inst_level_strict_acc,none",0.886792,200,16384,560
gptoss_20b_high_cap16k,32,4,free,,ifeval,"prompt_level_loose_acc,none",0.870000,200,16384,560
gptoss_20b_high_cap16k,32,4,free,,ifeval,"inst_level_loose_acc,none",0.893082,200,16384,560
gptoss_20b_high_cap16k,32,4,R4,4,ifeval,sample_len,200.000000,200,16384,723
gptoss_20b_high_cap16k,32,4,R4,4,ifeval,"prompt_level_strict_acc,none",0.875000,200,16384,723
gptoss_20b_high_cap16k,32,4,R4,4,ifeval,"inst_level_strict_acc,none",0.886792,200,16384,723
gptoss_20b_high_cap16k,32,4,R4,4,ifeval,"prompt_level_loose_acc,none",0.880000,200,16384,723
gptoss_20b_high_cap16k,32,4,R4,4,ifeval,"inst_level_loose_acc,none",0.889937,200,16384,723
