run,budget,regime,grain,policy,layer,set_coverage,mass_coverage
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),4,0.40548,0.47905
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),5,0.45212,0.52664
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),6,0.50336,0.57742
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),all,0.42348,0.50287
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,2,0.31235,0.32945
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,3,0.36659,0.40259
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,4,0.41388,0.46489
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,5,0.43454,0.49267
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,6,0.46692,0.52868
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit,all,0.39886,0.44366
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,2,0.23104,0.29395
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,3,0.27104,0.33593
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,4,0.31547,0.38728
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,5,0.33856,0.41399
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,6,0.37456,0.45595
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,LRU,all,0.30614,0.37742
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),2,0.24893,0.25733
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),3,0.27727,0.30577
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),4,0.28379,0.33248
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),5,0.26961,0.32337
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),6,0.26797,0.34064
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,min_logit+tau*(4.0),all,0.26951,0.31192
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.49481,0.51801
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.54279,0.57449
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.58357,0.62963
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),5,0.60469,0.65378
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),6,0.63128,0.68320
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.57143,0.61182
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.49515,0.51211
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.53355,0.56195
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.56827,0.61402
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),5,0.58844,0.63741
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),6,0.60984,0.66501
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.55905,0.59810
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.43224,0.43188
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.46780,0.48503
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.49738,0.53267
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),5,0.51072,0.54771
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),6,0.53727,0.58139
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.48908,0.51574
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,2,0.36781,0.41674
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,3,0.41852,0.47171
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,4,0.46620,0.52602
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,5,0.48957,0.55257
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,6,0.52550,0.59181
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady,all,0.45352,0.51177
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),2,0.41170,0.55304
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),3,0.46253,0.58310
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),4,0.50869,0.62014
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),5,0.53160,0.64010
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),6,0.56700,0.68114
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=1),all,0.49631,0.61551
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),2,0.40219,0.54756
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),3,0.45313,0.57681
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),4,0.50317,0.61699
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),5,0.53049,0.64087
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),6,0.56454,0.67939
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=4),all,0.49070,0.61232
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),2,0.35601,0.42135
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),3,0.40699,0.46960
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),4,0.45123,0.51577
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),5,0.47097,0.53513
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),6,0.50565,0.57386
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,Belady+prefetch(h=16),all,0.43817,0.50314
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,2,0.11655,0.11955
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,3,0.12809,0.13208
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,4,0.12613,0.13079
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,5,0.13978,0.15099
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,6,0.16075,0.17717
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,7,0.17274,0.19080
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,8,0.17545,0.19712
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,9,0.16822,0.18473
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,10,0.17162,0.19066
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,11,0.18168,0.20510
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,12,0.19780,0.22382
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,13,0.19934,0.22964
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,14,0.25028,0.28677
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit,all,0.16834,0.18609
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,2,0.11249,0.11675
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,3,0.12271,0.12676
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,4,0.11842,0.12216
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,5,0.12946,0.13865
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,6,0.14078,0.15643
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,7,0.15242,0.17024
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,8,0.15671,0.17571
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,9,0.15081,0.16662
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,10,0.15433,0.17333
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,11,0.15990,0.18237
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,12,0.17376,0.20239
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,13,0.17824,0.20887
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,14,0.20196,0.23892
moe_coarse_1e19,1e19,full,coarse 6/64,LRU,all,0.15015,0.16763
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),2,0.09336,0.09590
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),3,0.09814,0.10121
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),4,0.11069,0.11272
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),5,0.11948,0.12798
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),6,0.14343,0.15170
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),7,0.15751,0.17274
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),8,0.15433,0.17345
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),9,0.14462,0.15875
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),10,0.15885,0.17513
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),11,0.16397,0.18634
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),12,0.17978,0.20127
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),13,0.17641,0.20481
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),14,0.20824,0.24338
moe_coarse_1e19,1e19,full,coarse 6/64,min_logit+tau*(4.0),all,0.14683,0.16195
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),2,0.45413,0.45707
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),3,0.46116,0.46689
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),4,0.46329,0.46792
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),5,0.47021,0.48389
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),6,0.48853,0.50626
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),7,0.49773,0.52100
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),8,0.49776,0.52306
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),9,0.49268,0.51340
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),10,0.49186,0.51623
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),11,0.49892,0.52233
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),12,0.51051,0.53924
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),13,0.51566,0.54188
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),14,0.54999,0.57333
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.5),all,0.49173,0.51019
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),2,0.38334,0.38635
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),3,0.39005,0.39655
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),4,0.39112,0.39755
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),5,0.39679,0.41272
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),6,0.40584,0.42788
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),7,0.41160,0.43767
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),8,0.41320,0.44376
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),9,0.41221,0.43774
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),10,0.41512,0.44682
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),11,0.41864,0.44660
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),12,0.42909,0.46491
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),13,0.42719,0.46226
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),14,0.45677,0.48699
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.9),all,0.41161,0.43445
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),2,0.30179,0.30386
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),3,0.30554,0.31173
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),4,0.30379,0.30956
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),5,0.30736,0.32116
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),6,0.31604,0.33460
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),7,0.32377,0.34648
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),8,0.32155,0.34882
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),9,0.31763,0.33852
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),10,0.32398,0.35105
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),11,0.32640,0.34922
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),12,0.33396,0.36320
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),13,0.33462,0.36341
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),14,0.37468,0.39961
moe_coarse_1e19,1e19,full,coarse 6/64,discounted-oracle(g=0.95),all,0.32239,0.34163
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,2,0.22402,0.22923
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,3,0.23284,0.23890
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,4,0.22860,0.23446
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,5,0.24102,0.25439
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,6,0.25920,0.27951
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,7,0.27167,0.29535
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,8,0.27358,0.29920
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,9,0.26503,0.28548
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,10,0.26775,0.29303
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,11,0.27718,0.30281
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,12,0.29262,0.32525
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,13,0.29725,0.33328
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,14,0.34141,0.38274
moe_coarse_1e19,1e19,full,coarse 6/64,Belady,all,0.26709,0.28874
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),2,0.37191,0.41902
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),3,0.38079,0.44535
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),4,0.37721,0.45543
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),5,0.38841,0.49804
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),6,0.40480,0.53575
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),7,0.41817,0.56026
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),8,0.41876,0.56071
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),9,0.41049,0.56621
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),10,0.41310,0.56780
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),11,0.42290,0.58720
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),12,0.43533,0.60326
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),13,0.44104,0.60888
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),14,0.48252,0.64268
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=1),all,0.41273,0.54235
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),2,0.31237,0.35759
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),3,0.32416,0.38546
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),4,0.32390,0.39815
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),5,0.33375,0.43750
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),6,0.35131,0.47393
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),7,0.36275,0.49470
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),8,0.36492,0.49593
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),9,0.35955,0.50380
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),10,0.36553,0.50766
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),11,0.37530,0.52662
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),12,0.38889,0.54194
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),13,0.39535,0.54582
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),14,0.42650,0.56975
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=4),all,0.36033,0.47991
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),2,0.22932,0.23878
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),3,0.23269,0.24547
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),4,0.23014,0.24573
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),5,0.23683,0.26141
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),6,0.25463,0.28724
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),7,0.26528,0.30186
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),8,0.26325,0.30034
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),9,0.25034,0.28739
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),10,0.25812,0.29511
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),11,0.26536,0.30257
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),12,0.27249,0.31550
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),13,0.27772,0.32183
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),14,0.32931,0.37524
moe_coarse_1e19,1e19,full,coarse 6/64,Belady+prefetch(h=16),all,0.25888,0.29065
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,2,0.11213,0.11562
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,3,0.13508,0.15691
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,4,0.15953,0.18893
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,5,0.18246,0.21995
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,6,0.19443,0.23235
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,7,0.20603,0.24711
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,8,0.22884,0.28305
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,9,0.24465,0.29354
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,10,0.28595,0.34010
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,11,0.30155,0.36513
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,12,0.29938,0.36415
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,13,0.32552,0.39027
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,14,0.38422,0.45721
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit,all,0.23537,0.28110
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,2,0.11548,0.12137
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,3,0.13586,0.16374
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,4,0.15814,0.19391
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,5,0.17506,0.21631
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,6,0.18200,0.22373
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,7,0.18657,0.23353
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,8,0.20509,0.26524
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,9,0.21666,0.27112
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,10,0.24143,0.30287
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,11,0.25245,0.32271
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,12,0.25249,0.32511
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,13,0.26700,0.33872
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,14,0.30494,0.39163
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,LRU,all,0.20717,0.25923
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),2,0.10487,0.10490
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),3,0.10202,0.11345
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),4,0.11570,0.13162
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),5,0.11825,0.13609
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),6,0.12485,0.14859
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),7,0.12571,0.15107
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),8,0.12471,0.16216
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),9,0.13782,0.17407
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),10,0.15173,0.18825
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),11,0.16829,0.22061
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),12,0.17081,0.22760
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),13,0.18717,0.25060
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),14,0.21262,0.28643
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,min_logit+tau*(4.0),all,0.14189,0.17657
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.30645,0.30904
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.32861,0.36163
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.35559,0.39866
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),5,0.36801,0.41885
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),6,0.38282,0.43196
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),7,0.38983,0.44257
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),8,0.41145,0.47560
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),9,0.42890,0.48995
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),10,0.47110,0.53374
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),11,0.48875,0.55651
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),12,0.48794,0.55746
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),13,0.50857,0.57383
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),14,0.56817,0.62550
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.42278,0.47502
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.33061,0.33388
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.35508,0.38807
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.38012,0.42458
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),5,0.39688,0.44872
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),6,0.40943,0.45982
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),7,0.41793,0.47209
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),8,0.44091,0.50470
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),9,0.45475,0.51814
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),10,0.49152,0.55586
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),11,0.50537,0.57486
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),12,0.50403,0.57550
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),13,0.51812,0.58526
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),14,0.55907,0.61640
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.44337,0.49676
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.29276,0.29567
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.31202,0.34140
