run,budget,regime,grain,policy,layer,set_coverage,mass_coverage
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.49457,0.63705
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.44626,0.57401
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.54735,0.63863
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.49606,0.61656
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.48530,0.62775
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.44541,0.57496
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.54353,0.63622
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.49142,0.61298
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.44413,0.52492
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.39044,0.46803
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.48949,0.54749
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.44135,0.51348
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit,2,0.25707,0.29961
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit,3,0.31200,0.35700
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit,4,0.40391,0.44924
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit,all,0.32433,0.36862
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,LRU,2,0.23327,0.29594
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,LRU,3,0.26770,0.32468
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,LRU,4,0.32973,0.38772
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,LRU,all,0.27690,0.33612
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.20830,0.24225
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.20815,0.24423
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.19119,0.21680
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.20255,0.23443
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.44346,0.49708
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.49272,0.54296
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.57725,0.61847
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.50448,0.55284
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.46062,0.52188
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.49889,0.55307
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.56759,0.61195
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.50903,0.56230
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.40193,0.45606
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.43319,0.48140
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.49907,0.53733
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.44473,0.49159
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady,2,0.33712,0.40219
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady,3,0.38417,0.44207
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady,4,0.46884,0.52083
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady,all,0.39671,0.45503
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.38174,0.53154
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.42843,0.53632
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.51106,0.60078
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.44041,0.55621
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.38015,0.53208
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.42723,0.53608
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.50709,0.59814
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.43816,0.55543
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.33171,0.42128
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.37698,0.44611
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.45557,0.51295
g3_tmoe_s0_1e16_head_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.38809,0.46011
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit,2,0.27524,0.31929
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit,3,0.28365,0.32779
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit,4,0.34762,0.38879
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit,all,0.30217,0.34529
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,LRU,2,0.23675,0.28670
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,LRU,3,0.23721,0.29349
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,LRU,4,0.27311,0.32953
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,LRU,all,0.24902,0.30324
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.21143,0.24886
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.19750,0.23505
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.16856,0.20041
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.19250,0.22811
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.46102,0.51125
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.46840,0.51525
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.52530,0.56253
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.48491,0.52968
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.47070,0.52672
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.48201,0.53278
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.52693,0.56670
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.49321,0.54207
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.40757,0.45772
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.41451,0.45816
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.45579,0.48814
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.42596,0.46801
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady,2,0.35204,0.40310
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady,3,0.35325,0.40830
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady,4,0.40707,0.45816
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady,all,0.37079,0.42319
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.39696,0.51895
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.39823,0.51815
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.45129,0.54689
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.41549,0.52799
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.39401,0.51699
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.39849,0.52018
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.44913,0.54679
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.41388,0.52799
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.34725,0.41695
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.34600,0.41881
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.39731,0.45640
g3_tmoe_s0_1e16_head_c,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.36352,0.43072
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit,2,0.27751,0.31527
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit,3,0.35415,0.39404
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit,4,0.39493,0.43607
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit,all,0.34220,0.38179
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,LRU,2,0.23397,0.30101
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,LRU,3,0.28117,0.33676
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,LRU,4,0.30507,0.36813
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,LRU,all,0.27340,0.33530
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.22192,0.26477
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.21025,0.24165
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.19061,0.21818
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.20759,0.24153
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.47216,0.51216
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.53172,0.57160
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.57322,0.60883
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.52570,0.56420
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.48181,0.52242
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.53028,0.57290
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.56254,0.59988
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.52488,0.56507
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.42130,0.45048
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.46017,0.49484
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.49462,0.52253
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.45870,0.48928
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady,2,0.34820,0.41458
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady,3,0.41324,0.46447
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady,4,0.45184,0.50615
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady,all,0.40443,0.46173
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.39220,0.54837
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.45660,0.55694
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.49431,0.59059
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.44771,0.56530
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.38556,0.54343
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.45225,0.55473
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.48739,0.58644
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.44173,0.56153
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.33923,0.43128
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.40127,0.46414
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.43709,0.49917
g3_tmoe_s0_1e16_head_tc,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.39253,0.46486
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit,2,0.20011,0.22856
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit,3,0.26512,0.30005
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit,4,0.38611,0.42101
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit,all,0.28378,0.31654
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,LRU,2,0.18300,0.23513
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,LRU,3,0.21945,0.26915
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,LRU,4,0.29647,0.34974
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,LRU,all,0.23297,0.28467
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.15253,0.17813
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.16466,0.19185
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.18584,0.21591
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.16768,0.19530
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.39725,0.42887
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.45202,0.48758
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.56443,0.59307
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.47124,0.50317
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.41865,0.45429
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.46690,0.50469
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.55625,0.58532
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.48060,0.51476
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.36393,0.39513
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.40215,0.43462
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.48691,0.50838
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.41766,0.44604
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady,2,0.27839,0.33435
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady,3,0.33130,0.38097
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady,4,0.44289,0.48814
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady,all,0.35086,0.40116
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.32548,0.45915
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.37744,0.48196
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.48625,0.57438
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.39639,0.50516
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32362,0.45789
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.37668,0.48241
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.48256,0.57216
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.39429,0.50415
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.28012,0.36339
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.32737,0.39343
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.43358,0.48578
g3_tmoe_s0_1e16_mom,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.34702,0.41420
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit,2,0.19472,0.22971
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit,3,0.27210,0.29949
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit,4,0.37100,0.40644
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit,all,0.27927,0.31188
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,LRU,2,0.18292,0.23563
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,LRU,3,0.21885,0.26691
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,LRU,4,0.28550,0.33758
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,LRU,all,0.22909,0.28004
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.14943,0.17574
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.18979,0.21288
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.17409,0.19750
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.17110,0.19537
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.39505,0.43585
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.45829,0.48832
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.55184,0.58004
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.46839,0.50140
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.41765,0.46129
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.46996,0.50049
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.54785,0.57762
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.47849,0.51313
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.36406,0.40122
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.40804,0.43205
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.47767,0.50036
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.41659,0.44454
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady,2,0.27832,0.33684
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady,3,0.33627,0.38286
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady,4,0.42904,0.47436
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady,all,0.34788,0.39802
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.32542,0.45036
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.38210,0.49450
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.47298,0.56251
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.39350,0.50246
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32560,0.45121
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.37884,0.49218
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.46870,0.55986
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.39105,0.50108
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.28041,0.36092
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.33347,0.39881
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.41927,0.47300
g3_tmoe_s0_1e16_mom_seed2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.34438,0.41091
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit,2,0.20790,0.22512
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit,3,0.28060,0.30680
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit,4,0.36982,0.40017
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit,all,0.28611,0.31070
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,LRU,2,0.17992,0.21775
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,LRU,3,0.21800,0.26321
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,LRU,4,0.27596,0.32507
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,LRU,all,0.22463,0.26868
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.14900,0.16264
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.16415,0.18590
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.15621,0.17578
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.15645,0.17477
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.40174,0.42217
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.46942,0.49509
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.55097,0.57553
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.47405,0.49759
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.41937,0.44243
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.47845,0.50561
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.54500,0.56948
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.48094,0.50584
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.36446,0.38428
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.41345,0.43348
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.47649,0.49326
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.41813,0.43701
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady,2,0.28057,0.32046
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady,3,0.33990,0.38323
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady,4,0.42363,0.46479
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady,all,0.34803,0.38949
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.32777,0.43960
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.38543,0.48514
