# expert output similarity per run and MoE layer (analysis/probes/expert_similarity.py, N sampled tokens from one cached test micro-batch, every routed expert evaluated on the same inputs, ungated, shared expert excluded); cos_* are mean cosines between expert outputs, relerr_* relative output differences, layer_relchange_* the relative change of the gated layer output when the displaced expert's output is swapped for the substitute's at the same gate, cos_weights the mean pairwise cosine of flattened expert weights; regime init = random initialisation of the same shape. Prediction test vs substitution_tolerance.csv: n_pair_layers=84; spearman_layerchange_gap_vs_subst_gap=0.094; spearman_cos_gap_vs_subst_gap=0.405; n_model_layers=168; spearman_layerchange_vs_subst_within_models=0.070. Producer analysis/residency/expert_similarity.py
run,budget,regime,grain,seed,experts,topk,n_tokens,layer,cos_all,cos_sel_nextbest,cos_sel_random,cos_sel_stale,cos_weights,cos_within_topk,frac_has_stale,layer_relchange_nextbest,layer_relchange_random,layer_relchange_stale,layer_relchange_zero,mean_gate_displaced,mean_out_norm,relerr_all,relerr_sel_nextbest,relerr_sel_random,relerr_sel_stale,tokens_sha256
init_s19opt_g3,1e19,init,3,0,192,18,2048,12,0.00006,0.00067,0.00096,-0.00049,0.00001,0.00006,0.99268,0.32365,0.32280,0.32326,0.22669,0.01229,0.25020,1.43878,1.43304,1.43481,1.43522,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,13,-0.00002,0.00100,0.00134,0.00207,0.00001,0.00025,0.99365,0.31801,0.31599,0.31829,0.22347,0.01295,0.25070,1.43678,1.43529,1.44473,1.43332,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,14,-0.00003,-0.00031,-0.00085,0.00081,-0.00001,-0.00020,0.99268,0.32072,0.32327,0.32124,0.22611,0.01268,0.25000,1.43696,1.43860,1.43067,1.43740,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s2_g1,1e17,init,1,0,64,6,2048,2,0.00001,0.00129,-0.00146,0.00125,-0.00013,0.00081,0.97998,0.57253,0.57159,0.57132,0.40287,0.02591,0.06420,1.43074,1.43625,1.43845,1.43758,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g1,1e17,init,1,0,64,6,2048,3,-0.00008,0.00128,-0.00223,-0.00231,0.00013,-0.00011,0.97900,0.57092,0.57193,0.57124,0.40142,0.02595,0.06437,1.43546,1.42955,1.43370,1.43484,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g1,1e17,init,1,0,64,6,2048,4,0.00025,-0.00113,0.00189,-0.00167,0.00012,0.00015,0.97998,0.57194,0.56986,0.57232,0.40305,0.02632,0.06435,1.43196,1.43912,1.43753,1.43841,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g1,1e17,init,1,0,64,6,2048,5,0.00015,-0.00257,0.00049,0.00007,0.00003,-0.00011,0.97949,0.57346,0.57325,0.57497,0.40540,0.02622,0.06413,1.43276,1.44357,1.43930,1.43459,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g1,1e17,init,1,0,64,6,2048,6,-0.00018,0.00062,0.00398,0.00002,0.00011,-0.00081,0.98145,0.57399,0.57389,0.57486,0.40344,0.02609,0.06423,1.43260,1.43128,1.42643,1.42799,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g3,1e17,init,3,0,192,18,2048,2,-0.00000,-0.00025,-0.00057,0.00076,-0.00000,-0.00033,0.98193,0.32953,0.32733,0.32758,0.22867,0.00875,0.03629,1.46226,1.45900,1.46006,1.46122,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g3,1e17,init,3,0,192,18,2048,3,0.00000,0.00120,-0.00135,0.00168,-0.00002,0.00009,0.98047,0.32770,0.32828,0.32691,0.22831,0.00884,0.03634,1.46214,1.45902,1.45996,1.46097,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g3,1e17,init,3,0,192,18,2048,4,0.00000,-0.00155,-0.00108,-0.00304,0.00011,-0.00022,0.98193,0.33234,0.33116,0.33107,0.23191,0.00889,0.03641,1.46716,1.46778,1.47255,1.47408,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g3,1e17,init,3,0,192,18,2048,5,0.00002,0.00279,-0.00020,0.00006,-0.00004,-0.00010,0.98096,0.32800,0.32593,0.32769,0.23054,0.00890,0.03638,1.46193,1.46743,1.47615,1.47613,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s2_g3,1e17,init,3,0,192,18,2048,6,0.00000,-0.00275,0.00104,0.00054,0.00005,0.00001,0.98389,0.33099,0.32891,0.32852,0.23064,0.00889,0.03645,1.46695,1.46423,1.46798,1.47438,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s38m_g1,1e18,init,1,0,64,6,2048,2,-0.00004,-0.00219,-0.00016,0.00155,-0.00013,-0.00012,0.99072,0.57095,0.57353,0.57189,0.40412,0.02630,0.05234,1.43144,1.44364,1.43547,1.43618,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,3,-0.00016,-0.00038,-0.00192,0.00121,0.00013,0.00001,0.99072,0.57402,0.57370,0.57308,0.40363,0.02617,0.05237,1.43547,1.43132,1.43483,1.43313,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,4,-0.00004,0.00083,-0.00015,-0.00102,0.00013,-0.00001,0.98975,0.57162,0.57284,0.57411,0.40356,0.02638,0.05243,1.43385,1.43772,1.43605,1.43470,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,5,0.00002,0.00120,0.00233,-0.00041,0.00003,0.00021,0.99072,0.56919,0.56970,0.57144,0.40222,0.02625,0.05239,1.43099,1.43670,1.43556,1.43700,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,6,-0.00029,0.00017,-0.00108,-0.00065,0.00011,0.00017,0.98975,0.56892,0.56828,0.56806,0.40038,0.02625,0.05231,1.43396,1.43438,1.43785,1.43376,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,7,0.00010,-0.00003,0.00046,0.00029,0.00007,0.00029,0.98926,0.57334,0.57189,0.57412,0.40255,0.02627,0.05243,1.42931,1.43115,1.43435,1.42888,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,8,-0.00005,0.00449,-0.00009,0.00221,0.00008,0.00139,0.98975,0.56732,0.56931,0.56798,0.39947,0.02596,0.05240,1.43104,1.42831,1.43000,1.42936,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g1,1e18,init,1,0,64,6,2048,9,0.00008,-0.00031,-0.00181,0.00097,-0.00011,0.00069,0.98926,0.57358,0.57431,0.57269,0.40238,0.02657,0.05252,1.43552,1.43203,1.43121,1.43128,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,2,-0.00006,0.00097,0.00019,0.00070,-0.00000,-0.00032,0.99268,0.32983,0.32832,0.32797,0.22863,0.00884,0.02969,1.46525,1.45046,1.45823,1.45979,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,3,0.00004,0.00102,0.00102,-0.00051,-0.00002,0.00026,0.99316,0.32889,0.32889,0.32782,0.22778,0.00879,0.02962,1.46236,1.44775,1.44668,1.45211,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,4,0.00004,0.00274,0.00070,0.00166,0.00011,0.00034,0.99170,0.32512,0.32544,0.32421,0.22659,0.00871,0.02958,1.46235,1.46330,1.46095,1.46365,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,5,0.00004,-0.00403,-0.00201,-0.00090,-0.00004,-0.00002,0.99072,0.33116,0.33078,0.32874,0.23040,0.00880,0.02969,1.46312,1.46065,1.46470,1.46606,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,6,0.00006,0.00023,-0.00211,-0.00237,0.00005,-0.00014,0.99121,0.32824,0.32831,0.32765,0.22800,0.00887,0.02965,1.46607,1.45441,1.45998,1.46047,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,7,0.00004,-0.00278,0.00067,0.00204,-0.00000,0.00023,0.99316,0.32634,0.32647,0.32613,0.22931,0.00878,0.02963,1.46109,1.47399,1.46891,1.47275,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,8,0.00000,0.00032,0.00047,-0.00254,0.00002,-0.00012,0.99316,0.32549,0.32464,0.32627,0.22724,0.00882,0.02963,1.46338,1.45907,1.46496,1.46516,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
init_s38m_g3,1e18,init,3,0,192,18,2048,9,0.00004,-0.00046,-0.00184,-0.00027,0.00006,0.00003,0.99121,0.32769,0.32849,0.32627,0.22942,0.00880,0.02997,1.46560,1.46985,1.47006,1.46898,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
moe_coarse_1e19,1e19,full,1,1,64,6,2048,2,0.03495,0.07270,0.03643,0.03946,0.00382,0.10838,0.99951,0.36615,0.38250,0.38290,0.28576,0.02570,2.68953,1.59376,2.03378,2.13205,2.08001,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,3,0.02485,0.06292,0.02578,0.02621,0.00268,0.09460,1.00000,0.38952,0.39451,0.39762,0.30364,0.03448,3.46246,1.47445,1.65455,1.75439,1.73969,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,4,0.01668,0.05143,0.01930,0.01829,0.00247,0.07615,1.00000,0.42209,0.41922,0.42301,0.31893,0.04347,4.13723,1.44696,1.50678,1.59286,1.58323,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,5,0.01497,0.04712,0.01584,0.01761,0.00184,0.07358,1.00000,0.41570,0.41711,0.42103,0.31427,0.05426,5.17125,1.43940,1.51659,1.57391,1.55165,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,6,0.01327,0.03918,0.01117,0.01399,0.00158,0.06128,1.00000,0.41166,0.41746,0.41846,0.30969,0.06255,6.07896,1.44879,1.49704,1.52489,1.51634,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,7,0.01352,0.03714,0.00975,0.01167,0.00111,0.06091,0.99951,0.41088,0.41774,0.42163,0.30660,0.06973,7.02783,1.45943,1.48052,1.50727,1.48015,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,8,0.01641,0.04700,0.01091,0.01774,0.00087,0.07512,0.99951,0.39943,0.41601,0.41687,0.29922,0.07494,7.93168,1.45400,1.47444,1.47637,1.45413,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,9,0.02137,0.04454,0.01504,0.02079,0.00089,0.06884,0.99951,0.41415,0.43453,0.43215,0.30514,0.08294,8.91316,1.44520,1.45781,1.44010,1.43304,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,10,0.02173,0.04847,0.01205,0.02168,0.00086,0.07466,1.00000,0.40976,0.42881,0.42778,0.30579,0.08994,10.17400,1.42872,1.47796,1.46702,1.45570,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,11,0.02328,0.05253,0.01549,0.02449,0.00107,0.08124,0.99902,0.39947,0.41830,0.41554,0.29776,0.09424,12.95308,1.45818,1.45899,1.45414,1.44563,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,12,0.01889,0.04596,0.01337,0.01965,0.00108,0.07238,0.99805,0.39145,0.40244,0.40472,0.28943,0.09306,16.54551,1.42654,1.47153,1.47971,1.46120,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,13,0.01637,0.04550,0.01407,0.01986,0.00143,0.07453,0.99707,0.38722,0.39967,0.40385,0.28855,0.09173,20.84917,1.47493,1.48638,1.50038,1.47945,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_coarse_1e19,1e19,full,1,1,64,6,2048,14,0.03798,0.08308,0.03383,0.03883,0.00185,0.12063,0.99463,0.36207,0.37136,0.37951,0.27415,0.09475,26.65411,1.47051,1.52030,1.55572,1.51963,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,2,0.04402,0.07151,0.03214,0.03064,0.00510,0.09568,1.00000,0.14358,0.15017,0.15163,0.11319,0.01158,3.56409,1.61923,1.98459,2.06791,2.09126,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,3,0.02094,0.04229,0.01396,0.01262,0.00177,0.05759,1.00000,0.19947,0.20331,0.20583,0.14381,0.01843,4.67985,1.54744,1.54753,1.64185,1.61963,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,4,0.01222,0.02596,0.00900,0.01068,0.00147,0.03712,1.00000,0.22184,0.21951,0.22400,0.15725,0.02061,5.60995,1.49733,1.50547,1.57938,1.53915,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,5,0.01307,0.02589,0.00910,0.01043,0.00115,0.03402,1.00000,0.22480,0.22159,0.22566,0.16007,0.02274,6.43503,1.49404,1.49514,1.56660,1.53695,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,6,0.01426,0.02298,0.00919,0.01097,0.00119,0.03295,1.00000,0.21571,0.21371,0.21711,0.15411,0.02483,7.89833,1.46542,1.48939,1.53027,1.49285,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,7,0.01686,0.02361,0.00796,0.00991,0.00127,0.03273,1.00000,0.22804,0.23117,0.23438,0.16160,0.02902,9.16319,1.46151,1.46791,1.48177,1.46357,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,8,0.01739,0.02761,0.00920,0.01282,0.00157,0.03649,1.00000,0.21032,0.21888,0.21813,0.14834,0.02913,10.80547,1.46915,1.44740,1.43823,1.43395,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,9,0.02159,0.03074,0.01060,0.01802,0.00186,0.03850,1.00000,0.21411,0.22413,0.22136,0.14857,0.03117,11.94202,1.44392,1.44139,1.41973,1.41496,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,10,0.02208,0.03054,0.01236,0.01591,0.00239,0.04178,1.00000,0.20644,0.21675,0.21513,0.14319,0.03148,13.91553,1.45398,1.44109,1.40441,1.40837,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,11,0.01977,0.03303,0.01101,0.01648,0.00299,0.04396,1.00000,0.20337,0.21019,0.20923,0.14126,0.03202,17.19944,1.44712,1.43758,1.42877,1.41884,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,12,0.01477,0.02624,0.00862,0.01560,0.00340,0.03819,1.00000,0.20646,0.21204,0.21168,0.14307,0.03292,22.22684,1.46041,1.45463,1.45027,1.43812,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,13,0.01301,0.02591,0.00855,0.01286,0.00403,0.04033,1.00000,0.20092,0.20500,0.20556,0.13972,0.03232,28.09950,1.50466,1.47548,1.48136,1.46796,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
moe_fine_g3_1e19,1e19,full,3,1,192,18,2048,14,0.03048,0.05280,0.02117,0.02953,0.00490,0.07295,1.00000,0.18016,0.18245,0.18427,0.12686,0.03226,32.81382,1.49212,1.50471,1.53157,1.51643,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,2,0.01143,0.01422,0.01105,0.01134,0.00371,0.01297,1.00000,0.22609,0.21683,0.22718,0.15476,0.05454,0.82754,1.46058,1.49913,1.57043,1.49761,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,3,0.00665,0.00769,0.00627,0.00606,0.00438,0.00793,1.00000,0.19307,0.18584,0.19760,0.13884,0.05429,1.35350,1.47535,1.49054,1.55889,1.49124,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,4,0.00902,0.00969,0.00946,0.00994,0.00361,0.01098,1.00000,0.20257,0.19750,0.21822,0.14460,0.05623,1.44672,1.49812,1.49557,1.57583,1.48401,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,5,0.00956,0.01333,0.00999,0.00839,0.00336,0.01223,1.00000,0.20621,0.19104,0.20063,0.14523,0.05785,1.75571,1.53809,1.51617,1.65282,1.57506,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,6,0.00969,0.01487,0.01205,0.00917,0.00301,0.01259,1.00000,0.18179,0.17100,0.17913,0.12914,0.05417,1.95470,1.52171,1.51092,1.65087,1.57702,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,7,0.00748,0.01218,0.00776,0.00675,0.00299,0.01043,1.00000,0.17800,0.16758,0.17030,0.12689,0.05486,2.32437,1.55291,1.47075,1.63879,1.59420,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,8,0.00932,0.01625,0.01000,0.00844,0.00243,0.01327,1.00000,0.17793,0.16528,0.17010,0.12851,0.05506,2.77101,1.51186,1.50785,1.70876,1.64080,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,9,0.00710,0.01215,0.00748,0.00713,0.00231,0.01111,1.00000,0.18057,0.16805,0.16949,0.13016,0.05479,3.26953,1.56880,1.53212,1.72771,1.71366,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,10,0.00768,0.01343,0.00898,0.00922,0.00177,0.01301,1.00000,0.18389,0.16981,0.17345,0.13432,0.05592,3.98972,1.54788,1.53331,1.76494,1.71764,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,11,0.00678,0.01717,0.00773,0.00738,0.00134,0.01321,1.00000,0.17905,0.16306,0.16654,0.13008,0.05507,5.15062,1.58426,1.56700,1.78456,1.76762,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,12,0.00650,0.01613,0.00847,0.00820,0.00134,0.01287,1.00000,0.17483,0.15995,0.16341,0.12783,0.05638,6.24765,1.57421,1.54068,1.80046,1.76611,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,13,0.00783,0.01727,0.00859,0.01043,0.00119,0.01578,1.00000,0.17026,0.15840,0.15479,0.12428,0.05408,7.69405,1.56012,1.55916,1.85872,1.86618,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
temporal_fine_g3_1e19,1e19,temporal,3,1,192,18,2048,14,0.02465,0.03868,0.02280,0.02552,0.00169,0.03618,1.00000,0.16603,0.16009,0.15374,0.12568,0.05749,11.91845,1.71040,1.64566,1.89386,2.00001,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
