run,layer,expert,resident_frac,selected_frac
temporal_coarse_1e19,11,46,0.085266,0.081055
temporal_coarse_1e19,11,47,0.103638,0.087219
temporal_coarse_1e19,11,48,0.087280,0.092285
temporal_coarse_1e19,11,49,0.092651,0.079834
temporal_coarse_1e19,11,50,0.079895,0.082886
temporal_coarse_1e19,11,51,0.098083,0.080566
temporal_coarse_1e19,11,52,0.162537,0.143127
temporal_coarse_1e19,11,53,0.102173,0.088013
temporal_coarse_1e19,11,54,0.089294,0.082581
temporal_coarse_1e19,11,55,0.101013,0.096191
temporal_coarse_1e19,11,56,0.072449,0.071350
temporal_coarse_1e19,11,57,0.096375,0.102600
temporal_coarse_1e19,11,58,0.071411,0.092224
temporal_coarse_1e19,11,59,0.106689,0.109802
temporal_coarse_1e19,11,60,0.108459,0.096924
temporal_coarse_1e19,11,61,0.194946,0.188843
temporal_coarse_1e19,11,62,0.082703,0.118469
temporal_coarse_1e19,11,63,0.101929,0.084595
temporal_coarse_1e19,12,0,0.114502,0.111389
temporal_coarse_1e19,12,1,0.093262,0.087891
temporal_coarse_1e19,12,2,0.103394,0.100281
temporal_coarse_1e19,12,3,0.162292,0.147095
temporal_coarse_1e19,12,4,0.092712,0.082397
temporal_coarse_1e19,12,5,0.094482,0.097351
temporal_coarse_1e19,12,6,0.143616,0.130066
temporal_coarse_1e19,12,7,0.056641,0.061584
temporal_coarse_1e19,12,8,0.121521,0.116272
temporal_coarse_1e19,12,9,0.081421,0.083862
temporal_coarse_1e19,12,10,0.093872,0.093750
temporal_coarse_1e19,12,11,0.057007,0.058350
temporal_coarse_1e19,12,12,0.116821,0.123352
temporal_coarse_1e19,12,13,0.102600,0.104126
temporal_coarse_1e19,12,14,0.109863,0.106506
temporal_coarse_1e19,12,15,0.165283,0.152649
temporal_coarse_1e19,12,16,0.094543,0.098755
temporal_coarse_1e19,12,17,0.122803,0.106262
temporal_coarse_1e19,12,18,0.085876,0.084778
temporal_coarse_1e19,12,19,0.080872,0.080139
temporal_coarse_1e19,12,20,0.087769,0.107422
temporal_coarse_1e19,12,21,0.118835,0.119080
temporal_coarse_1e19,12,22,0.071899,0.084900
temporal_coarse_1e19,12,23,0.077087,0.085266
temporal_coarse_1e19,12,24,0.101440,0.105408
temporal_coarse_1e19,12,25,0.107300,0.120483
temporal_coarse_1e19,12,26,0.107117,0.104065
temporal_coarse_1e19,12,27,0.063477,0.066650
temporal_coarse_1e19,12,28,0.095825,0.087646
temporal_coarse_1e19,12,29,0.098694,0.073792
temporal_coarse_1e19,12,30,0.090820,0.078735
temporal_coarse_1e19,12,31,0.133057,0.131409
temporal_coarse_1e19,12,32,0.085083,0.085999
temporal_coarse_1e19,12,33,0.104126,0.101501
temporal_coarse_1e19,12,34,0.093384,0.085388
temporal_coarse_1e19,12,35,0.061340,0.066833
temporal_coarse_1e19,12,36,0.081848,0.093201
temporal_coarse_1e19,12,37,0.082031,0.095398
temporal_coarse_1e19,12,38,0.083374,0.100220
temporal_coarse_1e19,12,39,0.105225,0.093628
temporal_coarse_1e19,12,40,0.052002,0.054199
temporal_coarse_1e19,12,41,0.111450,0.090759
temporal_coarse_1e19,12,42,0.103699,0.107178
temporal_coarse_1e19,12,43,0.104187,0.103882
temporal_coarse_1e19,12,44,0.083313,0.093811
temporal_coarse_1e19,12,45,0.058777,0.073425
temporal_coarse_1e19,12,46,0.087585,0.083801
temporal_coarse_1e19,12,47,0.093689,0.101624
temporal_coarse_1e19,12,48,0.139587,0.126221
temporal_coarse_1e19,12,49,0.078125,0.085938
temporal_coarse_1e19,12,50,0.051270,0.054260
temporal_coarse_1e19,12,51,0.076538,0.101013
temporal_coarse_1e19,12,52,0.086670,0.094055
temporal_coarse_1e19,12,53,0.080933,0.079712
temporal_coarse_1e19,12,54,0.061768,0.061768
temporal_coarse_1e19,12,55,0.137817,0.132019
temporal_coarse_1e19,12,56,0.073975,0.075989
temporal_coarse_1e19,12,57,0.059265,0.073853
temporal_coarse_1e19,12,58,0.058533,0.067261
temporal_coarse_1e19,12,59,0.117554,0.130371
temporal_coarse_1e19,12,60,0.119507,0.107483
temporal_coarse_1e19,12,61,0.077026,0.066345
temporal_coarse_1e19,12,62,0.111450,0.083313
temporal_coarse_1e19,12,63,0.032166,0.037842
temporal_coarse_1e19,13,0,0.092041,0.100342
temporal_coarse_1e19,13,1,0.123474,0.117493
temporal_coarse_1e19,13,2,0.063965,0.062805
temporal_coarse_1e19,13,3,0.151184,0.157898
temporal_coarse_1e19,13,4,0.086487,0.086365
temporal_coarse_1e19,13,5,0.092468,0.099060
temporal_coarse_1e19,13,6,0.138123,0.103271
temporal_coarse_1e19,13,7,0.094055,0.084656
temporal_coarse_1e19,13,8,0.157715,0.155884
temporal_coarse_1e19,13,9,0.080750,0.090210
temporal_coarse_1e19,13,10,0.073608,0.075562
temporal_coarse_1e19,13,11,0.101257,0.085022
temporal_coarse_1e19,13,12,0.049622,0.055420
temporal_coarse_1e19,13,13,0.100098,0.101990
temporal_coarse_1e19,13,14,0.083679,0.088440
temporal_coarse_1e19,13,15,0.110107,0.115784
temporal_coarse_1e19,13,16,0.091919,0.083496
temporal_coarse_1e19,13,17,0.071289,0.078979
temporal_coarse_1e19,13,18,0.028748,0.038269
temporal_coarse_1e19,13,19,0.079468,0.082153
temporal_coarse_1e19,13,20,0.080322,0.084961
temporal_coarse_1e19,13,21,0.010376,0.016479
temporal_coarse_1e19,13,22,0.127991,0.125977
temporal_coarse_1e19,13,23,0.084106,0.074280
temporal_coarse_1e19,13,24,0.086609,0.081055
temporal_coarse_1e19,13,25,0.094910,0.092163
temporal_coarse_1e19,13,26,0.073547,0.088684
temporal_coarse_1e19,13,27,0.054749,0.058838
temporal_coarse_1e19,13,28,0.098694,0.107666
temporal_coarse_1e19,13,29,0.075745,0.083130
temporal_coarse_1e19,13,30,0.052551,0.053894
temporal_coarse_1e19,13,31,0.113647,0.103821
temporal_coarse_1e19,13,32,0.112061,0.113342
temporal_coarse_1e19,13,33,0.066162,0.070801
temporal_coarse_1e19,13,34,0.164368,0.151306
temporal_coarse_1e19,13,35,0.090942,0.091309
temporal_coarse_1e19,13,36,0.096008,0.085144
temporal_coarse_1e19,13,37,0.073547,0.070740
temporal_coarse_1e19,13,38,0.084656,0.078247
temporal_coarse_1e19,13,39,0.074036,0.075745
temporal_coarse_1e19,13,40,0.060608,0.062012
temporal_coarse_1e19,13,41,0.051758,0.053467
temporal_coarse_1e19,13,42,0.075562,0.091187
temporal_coarse_1e19,13,43,0.089539,0.087830
temporal_coarse_1e19,13,44,0.097046,0.082214
temporal_coarse_1e19,13,45,0.097473,0.101868
temporal_coarse_1e19,13,46,0.144409,0.129028
temporal_coarse_1e19,13,47,0.063599,0.076904
temporal_coarse_1e19,13,48,0.098083,0.092224
temporal_coarse_1e19,13,49,0.097290,0.091187
temporal_coarse_1e19,13,50,0.098877,0.113953
temporal_coarse_1e19,13,51,0.095825,0.093079
temporal_coarse_1e19,13,52,0.145020,0.145203
temporal_coarse_1e19,13,53,0.109436,0.100159
temporal_coarse_1e19,13,54,0.158142,0.165405
temporal_coarse_1e19,13,55,0.144531,0.134521
temporal_coarse_1e19,13,56,0.112183,0.123779
temporal_coarse_1e19,13,57,0.158325,0.141357
temporal_coarse_1e19,13,58,0.074646,0.078186
temporal_coarse_1e19,13,59,0.155212,0.139709
temporal_coarse_1e19,13,60,0.043457,0.059143
temporal_coarse_1e19,13,61,0.088562,0.097961
temporal_coarse_1e19,13,62,0.083496,0.084045
temporal_coarse_1e19,13,63,0.071838,0.084900
temporal_fine_1e19,1,0,0.077759,0.117065
temporal_fine_1e19,1,1,0.085083,0.117371
temporal_fine_1e19,1,2,0.134155,0.100281
temporal_fine_1e19,1,3,0.107788,0.132019
temporal_fine_1e19,1,4,0.127686,0.163818
temporal_fine_1e19,1,5,0.136841,0.130127
temporal_fine_1e19,1,6,0.069153,0.058411
temporal_fine_1e19,1,7,0.081360,0.114136
temporal_fine_1e19,1,8,0.119019,0.076050
temporal_fine_1e19,1,9,0.079102,0.072937
temporal_fine_1e19,1,10,0.106567,0.080017
temporal_fine_1e19,1,11,0.123413,0.119751
temporal_fine_1e19,1,12,0.108154,0.101501
temporal_fine_1e19,1,13,0.084961,0.085876
temporal_fine_1e19,1,14,0.092834,0.096313
temporal_fine_1e19,1,15,0.081055,0.122498
temporal_fine_1e19,1,16,0.104919,0.114990
temporal_fine_1e19,1,17,0.076477,0.111145
temporal_fine_1e19,1,18,0.107239,0.140381
temporal_fine_1e19,1,19,0.083374,0.085693
temporal_fine_1e19,1,20,0.102905,0.066589
temporal_fine_1e19,1,21,0.086731,0.095154
temporal_fine_1e19,1,22,0.071045,0.035645
temporal_fine_1e19,1,23,0.107605,0.075195
temporal_fine_1e19,1,24,0.105896,0.098816
temporal_fine_1e19,1,25,0.088745,0.102173
temporal_fine_1e19,1,26,0.105042,0.071777
temporal_fine_1e19,1,27,0.092590,0.079651
temporal_fine_1e19,1,28,0.085510,0.125671
temporal_fine_1e19,1,29,0.116882,0.152405
temporal_fine_1e19,1,30,0.101990,0.073853
temporal_fine_1e19,1,31,0.131409,0.158203
temporal_fine_1e19,1,32,0.115295,0.102051
temporal_fine_1e19,1,33,0.085083,0.104492
temporal_fine_1e19,1,34,0.112732,0.074036
temporal_fine_1e19,1,35,0.083557,0.128906
temporal_fine_1e19,1,36,0.075500,0.097168
temporal_fine_1e19,1,37,0.101990,0.088928
temporal_fine_1e19,1,38,0.085449,0.052795
temporal_fine_1e19,1,39,0.086304,0.068054
temporal_fine_1e19,1,40,0.087158,0.073853
temporal_fine_1e19,1,41,0.083557,0.119080
temporal_fine_1e19,1,42,0.059143,0.075684
temporal_fine_1e19,1,43,0.105042,0.076233
temporal_fine_1e19,1,44,0.113892,0.079590
temporal_fine_1e19,1,45,0.136780,0.091797
temporal_fine_1e19,1,46,0.129822,0.110046
temporal_fine_1e19,1,47,0.069519,0.072205
temporal_fine_1e19,1,48,0.079163,0.098389
temporal_fine_1e19,1,49,0.082764,0.112793
temporal_fine_1e19,1,50,0.095764,0.083313
temporal_fine_1e19,1,51,0.094177,0.072449
temporal_fine_1e19,1,52,0.099670,0.101135
temporal_fine_1e19,1,53,0.109253,0.113525
temporal_fine_1e19,1,54,0.083801,0.048340
temporal_fine_1e19,1,55,0.129822,0.104187
temporal_fine_1e19,1,56,0.066162,0.089478
temporal_fine_1e19,1,57,0.066223,0.080078
temporal_fine_1e19,1,58,0.108154,0.052551
temporal_fine_1e19,1,59,0.088135,0.105591
temporal_fine_1e19,1,60,0.080688,0.085083
temporal_fine_1e19,1,61,0.090454,0.105286
temporal_fine_1e19,1,62,0.073608,0.096069
temporal_fine_1e19,1,63,0.076721,0.107910
temporal_fine_1e19,1,64,0.081421,0.063354
temporal_fine_1e19,1,65,0.125427,0.069092
temporal_fine_1e19,1,66,0.098389,0.077148
temporal_fine_1e19,1,67,0.100098,0.079224
temporal_fine_1e19,1,68,0.091309,0.083191
temporal_fine_1e19,1,69,0.108398,0.145752
temporal_fine_1e19,1,70,0.102295,0.100952
temporal_fine_1e19,1,71,0.084167,0.059143
temporal_fine_1e19,1,72,0.070496,0.072693
temporal_fine_1e19,1,73,0.104187,0.097534
temporal_fine_1e19,1,74,0.107910,0.087463
temporal_fine_1e19,1,75,0.122620,0.056519
temporal_fine_1e19,1,76,0.127808,0.108948
temporal_fine_1e19,1,77,0.147827,0.106689
temporal_fine_1e19,1,78,0.122925,0.150208
temporal_fine_1e19,1,79,0.061523,0.090332
temporal_fine_1e19,1,80,0.053467,0.084961
temporal_fine_1e19,1,81,0.123474,0.072449
temporal_fine_1e19,1,82,0.084351,0.091797
temporal_fine_1e19,1,83,0.070129,0.064758
temporal_fine_1e19,1,84,0.099976,0.126282
temporal_fine_1e19,1,85,0.096191,0.097473
temporal_fine_1e19,1,86,0.086304,0.095093
temporal_fine_1e19,1,87,0.130493,0.100830
temporal_fine_1e19,1,88,0.057251,0.083740
temporal_fine_1e19,1,89,0.105164,0.065796
temporal_fine_1e19,1,90,0.080750,0.112305
temporal_fine_1e19,1,91,0.091003,0.084106
temporal_fine_1e19,1,92,0.110840,0.070618
temporal_fine_1e19,1,93,0.094360,0.082642
temporal_fine_1e19,1,94,0.064331,0.111328
temporal_fine_1e19,1,95,0.097168,0.065186
temporal_fine_1e19,1,96,0.064392,0.089905
temporal_fine_1e19,1,97,0.118530,0.118347
temporal_fine_1e19,1,98,0.110657,0.081116
temporal_fine_1e19,1,99,0.080688,0.097839
temporal_fine_1e19,1,100,0.087524,0.098083
temporal_fine_1e19,1,101,0.147156,0.094421
temporal_fine_1e19,1,102,0.093445,0.072083
temporal_fine_1e19,1,103,0.071228,0.121033
temporal_fine_1e19,1,104,0.069092,0.112549
temporal_fine_1e19,1,105,0.101929,0.100098
temporal_fine_1e19,1,106,0.131653,0.124878
temporal_fine_1e19,1,107,0.085632,0.084900
temporal_fine_1e19,1,108,0.083923,0.128418
temporal_fine_1e19,1,109,0.080200,0.093994
temporal_fine_1e19,1,110,0.084473,0.051147
temporal_fine_1e19,1,111,0.129395,0.104675
temporal_fine_1e19,1,112,0.080505,0.048889
temporal_fine_1e19,1,113,0.140564,0.108398
temporal_fine_1e19,1,114,0.076172,0.105164
temporal_fine_1e19,1,115,0.052979,0.097778
temporal_fine_1e19,1,116,0.075378,0.078613
temporal_fine_1e19,1,117,0.052185,0.090027
temporal_fine_1e19,1,118,0.111145,0.068726
temporal_fine_1e19,1,119,0.103455,0.120117
temporal_fine_1e19,1,120,0.107422,0.134644
temporal_fine_1e19,1,121,0.090759,0.081726
temporal_fine_1e19,1,122,0.068176,0.147095
temporal_fine_1e19,1,123,0.101929,0.068787
temporal_fine_1e19,1,124,0.098755,0.157471
temporal_fine_1e19,1,125,0.094360,0.094543
temporal_fine_1e19,1,126,0.098572,0.075745
temporal_fine_1e19,1,127,0.074951,0.081238
temporal_fine_1e19,1,128,0.081909,0.068604
temporal_fine_1e19,1,129,0.102356,0.064148
temporal_fine_1e19,1,130,0.144226,0.039917
temporal_fine_1e19,1,131,0.113770,0.144226
temporal_fine_1e19,1,132,0.089844,0.085510
temporal_fine_1e19,1,133,0.087219,0.113281
temporal_fine_1e19,1,134,0.056702,0.068604
temporal_fine_1e19,1,135,0.070007,0.047791
temporal_fine_1e19,1,136,0.099731,0.113098
temporal_fine_1e19,1,137,0.075684,0.094421
temporal_fine_1e19,1,138,0.084167,0.083069
temporal_fine_1e19,1,139,0.042969,0.064331
temporal_fine_1e19,1,140,0.084839,0.059570
temporal_fine_1e19,1,141,0.098328,0.078369
temporal_fine_1e19,1,142,0.119995,0.120850
temporal_fine_1e19,1,143,0.072388,0.109741
temporal_fine_1e19,1,144,0.103210,0.088257
temporal_fine_1e19,1,145,0.071838,0.081726
temporal_fine_1e19,1,146,0.072937,0.080688
temporal_fine_1e19,1,147,0.090271,0.062866
temporal_fine_1e19,1,148,0.101379,0.115173
temporal_fine_1e19,1,149,0.077576,0.109985
temporal_fine_1e19,1,150,0.105103,0.131470
temporal_fine_1e19,1,151,0.041687,0.070496
temporal_fine_1e19,1,152,0.100891,0.094971
temporal_fine_1e19,1,153,0.109436,0.075317
temporal_fine_1e19,1,154,0.099609,0.061584
temporal_fine_1e19,1,155,0.076538,0.127441
temporal_fine_1e19,1,156,0.095215,0.132507
temporal_fine_1e19,1,157,0.104858,0.043945
temporal_fine_1e19,1,158,0.102844,0.087341
temporal_fine_1e19,1,159,0.090820,0.138062
temporal_fine_1e19,1,160,0.077576,0.081360
temporal_fine_1e19,1,161,0.138550,0.122437
temporal_fine_1e19,1,162,0.104980,0.139099
temporal_fine_1e19,1,163,0.097778,0.052368
temporal_fine_1e19,1,164,0.118225,0.141052
temporal_fine_1e19,1,165,0.109009,0.092712
temporal_fine_1e19,1,166,0.071350,0.110168
temporal_fine_1e19,1,167,0.078308,0.068359
temporal_fine_1e19,1,168,0.089905,0.074585
temporal_fine_1e19,1,169,0.095520,0.108826
temporal_fine_1e19,1,170,0.084351,0.083557
temporal_fine_1e19,1,171,0.102478,0.067139
temporal_fine_1e19,1,172,0.084351,0.080688
temporal_fine_1e19,1,173,0.106995,0.104004
temporal_fine_1e19,1,174,0.043335,0.069031
temporal_fine_1e19,1,175,0.087646,0.104309
temporal_fine_1e19,1,176,0.098206,0.065735
temporal_fine_1e19,1,177,0.068359,0.114807
temporal_fine_1e19,1,178,0.067749,0.081543
temporal_fine_1e19,1,179,0.098022,0.086792
temporal_fine_1e19,1,180,0.106323,0.086060
temporal_fine_1e19,1,181,0.083618,0.082275
temporal_fine_1e19,1,182,0.090149,0.135193
temporal_fine_1e19,1,183,0.091003,0.063171
temporal_fine_1e19,1,184,0.095764,0.138550
temporal_fine_1e19,1,185,0.140381,0.063354
temporal_fine_1e19,1,186,0.079407,0.058594
temporal_fine_1e19,1,187,0.078430,0.109680
temporal_fine_1e19,1,188,0.097961,0.092957
temporal_fine_1e19,1,189,0.061951,0.041565
temporal_fine_1e19,1,190,0.093750,0.133484
temporal_fine_1e19,1,191,0.082275,0.152527
temporal_fine_1e19,2,0,0.104187,0.106873
temporal_fine_1e19,2,1,0.071960,0.100098
temporal_fine_1e19,2,2,0.049683,0.067993
temporal_fine_1e19,2,3,0.073730,0.093201
temporal_fine_1e19,2,4,0.078796,0.099731
temporal_fine_1e19,2,5,0.110413,0.146118
temporal_fine_1e19,2,6,0.066833,0.169006
temporal_fine_1e19,2,7,0.114380,0.121765
temporal_fine_1e19,2,8,0.052917,0.071350
temporal_fine_1e19,2,9,0.114258,0.114929
temporal_fine_1e19,2,10,0.113220,0.112671
temporal_fine_1e19,2,11,0.110474,0.108521
temporal_fine_1e19,2,12,0.091187,0.115540
temporal_fine_1e19,2,13,0.103394,0.089050
temporal_fine_1e19,2,14,0.089844,0.038940
temporal_fine_1e19,2,15,0.071899,0.105957
temporal_fine_1e19,2,16,0.120361,0.093750
temporal_fine_1e19,2,17,0.148499,0.153748
temporal_fine_1e19,2,18,0.101379,0.133850
temporal_fine_1e19,2,19,0.106628,0.116333
temporal_fine_1e19,2,20,0.108582,0.155518
temporal_fine_1e19,2,21,0.113647,0.050171
temporal_fine_1e19,2,22,0.076660,0.092407
temporal_fine_1e19,2,23,0.092346,0.161316
temporal_fine_1e19,2,24,0.078857,0.108276
temporal_fine_1e19,2,25,0.124756,0.113098
temporal_fine_1e19,2,26,0.083923,0.110413
temporal_fine_1e19,2,27,0.071045,0.120300
temporal_fine_1e19,2,28,0.088745,0.096497
temporal_fine_1e19,2,29,0.079346,0.123230
temporal_fine_1e19,2,30,0.105408,0.113159
temporal_fine_1e19,2,31,0.129211,0.105713
temporal_fine_1e19,2,32,0.086975,0.128113
temporal_fine_1e19,2,33,0.044067,0.046875
temporal_fine_1e19,2,34,0.069580,0.053711
temporal_fine_1e19,2,35,0.105408,0.128723
temporal_fine_1e19,2,36,0.141846,0.095886
temporal_fine_1e19,2,37,0.081360,0.131714
temporal_fine_1e19,2,38,0.129333,0.111023
temporal_fine_1e19,2,39,0.093079,0.091797
temporal_fine_1e19,2,40,0.072327,0.074463
temporal_fine_1e19,2,41,0.098450,0.073730
temporal_fine_1e19,2,42,0.082703,0.088867
temporal_fine_1e19,2,43,0.094360,0.070251
temporal_fine_1e19,2,44,0.085510,0.044373
temporal_fine_1e19,2,45,0.086975,0.131409
temporal_fine_1e19,2,46,0.070618,0.049927
temporal_fine_1e19,2,47,0.079224,0.071838
temporal_fine_1e19,2,48,0.054321,0.056152
temporal_fine_1e19,2,49,0.102173,0.065125
temporal_fine_1e19,2,50,0.059448,0.084717
temporal_fine_1e19,2,51,0.057800,0.075073
temporal_fine_1e19,2,52,0.077087,0.115417
temporal_fine_1e19,2,53,0.094543,0.105713
temporal_fine_1e19,2,54,0.140320,0.095764
temporal_fine_1e19,2,55,0.104126,0.088562
temporal_fine_1e19,2,56,0.074036,0.176147
temporal_fine_1e19,2,57,0.067871,0.082520
temporal_fine_1e19,2,58,0.077209,0.075623
temporal_fine_1e19,2,59,0.145325,0.109192
temporal_fine_1e19,2,60,0.100952,0.124573
temporal_fine_1e19,2,61,0.059631,0.063843
temporal_fine_1e19,2,62,0.072021,0.066650
temporal_fine_1e19,2,63,0.127808,0.159180
temporal_fine_1e19,2,64,0.095947,0.127563
temporal_fine_1e19,2,65,0.114746,0.083496
temporal_fine_1e19,2,66,0.103455,0.048279
temporal_fine_1e19,2,67,0.104858,0.115234
temporal_fine_1e19,2,68,0.095581,0.093323
temporal_fine_1e19,2,69,0.104919,0.089966
temporal_fine_1e19,2,70,0.105713,0.110352
temporal_fine_1e19,2,71,0.088013,0.066895
temporal_fine_1e19,2,72,0.130737,0.086365
temporal_fine_1e19,2,73,0.117493,0.063416
temporal_fine_1e19,2,74,0.069946,0.097229
temporal_fine_1e19,2,75,0.122009,0.086914
temporal_fine_1e19,2,76,0.092590,0.141602
temporal_fine_1e19,2,77,0.122131,0.080322
temporal_fine_1e19,2,78,0.103882,0.076233
temporal_fine_1e19,2,79,0.090820,0.068420
temporal_fine_1e19,2,80,0.094421,0.075256
temporal_fine_1e19,2,81,0.062195,0.100525
temporal_fine_1e19,2,82,0.089050,0.062866
temporal_fine_1e19,2,83,0.083618,0.182983
temporal_fine_1e19,2,84,0.114380,0.041138
temporal_fine_1e19,2,85,0.109375,0.066345
temporal_fine_1e19,2,86,0.098389,0.073364
temporal_fine_1e19,2,87,0.121521,0.093384
temporal_fine_1e19,2,88,0.096252,0.104980
temporal_fine_1e19,2,89,0.099609,0.099976
temporal_fine_1e19,2,90,0.091919,0.102478
temporal_fine_1e19,2,91,0.087646,0.073547
temporal_fine_1e19,2,92,0.093079,0.081421
temporal_fine_1e19,2,93,0.097656,0.092041
temporal_fine_1e19,2,94,0.107056,0.161987
temporal_fine_1e19,2,95,0.079163,0.090210
temporal_fine_1e19,2,96,0.099121,0.072754
temporal_fine_1e19,2,97,0.104431,0.161438
temporal_fine_1e19,2,98,0.127197,0.155945
temporal_fine_1e19,2,99,0.134033,0.080322
temporal_fine_1e19,2,100,0.091187,0.078552
temporal_fine_1e19,2,101,0.092163,0.084045
temporal_fine_1e19,2,102,0.092407,0.071594
temporal_fine_1e19,2,103,0.097717,0.079773
temporal_fine_1e19,2,104,0.062622,0.060913
temporal_fine_1e19,2,105,0.073914,0.100647
temporal_fine_1e19,2,106,0.090210,0.077698
temporal_fine_1e19,2,107,0.093384,0.103271
temporal_fine_1e19,2,108,0.089783,0.149963
temporal_fine_1e19,2,109,0.087280,0.074219
temporal_fine_1e19,2,110,0.082458,0.127319
temporal_fine_1e19,2,111,0.104370,0.080383
temporal_fine_1e19,2,112,0.059998,0.102051
temporal_fine_1e19,2,113,0.086914,0.090332
temporal_fine_1e19,2,114,0.082153,0.078857
temporal_fine_1e19,2,115,0.115417,0.066895
temporal_fine_1e19,2,116,0.125549,0.104797
temporal_fine_1e19,2,117,0.097229,0.108032
temporal_fine_1e19,2,118,0.087036,0.088501
temporal_fine_1e19,2,119,0.038818,0.099365
temporal_fine_1e19,2,120,0.118713,0.071106
temporal_fine_1e19,2,121,0.099548,0.083801
temporal_fine_1e19,2,122,0.106812,0.072449
temporal_fine_1e19,2,123,0.089844,0.101746
temporal_fine_1e19,2,124,0.099426,0.078430
temporal_fine_1e19,2,125,0.075134,0.076965
temporal_fine_1e19,2,126,0.103271,0.070679
temporal_fine_1e19,2,127,0.113159,0.109741
temporal_fine_1e19,2,128,0.071472,0.078125
temporal_fine_1e19,2,129,0.096375,0.101807
temporal_fine_1e19,2,130,0.083801,0.092529
temporal_fine_1e19,2,131,0.112732,0.140503
temporal_fine_1e19,2,132,0.094604,0.071045
temporal_fine_1e19,2,133,0.094421,0.097290
temporal_fine_1e19,2,134,0.114197,0.058594
temporal_fine_1e19,2,135,0.088562,0.079529
temporal_fine_1e19,2,136,0.072510,0.069336
temporal_fine_1e19,2,137,0.093872,0.063293
temporal_fine_1e19,2,138,0.101685,0.078247
temporal_fine_1e19,2,139,0.114441,0.062500
temporal_fine_1e19,2,140,0.103149,0.082886
temporal_fine_1e19,2,141,0.082642,0.078735
temporal_fine_1e19,2,142,0.086548,0.104004
temporal_fine_1e19,2,143,0.118408,0.064392
temporal_fine_1e19,2,144,0.074768,0.141113
temporal_fine_1e19,2,145,0.071045,0.054565
temporal_fine_1e19,2,146,0.084595,0.054016
temporal_fine_1e19,2,147,0.091492,0.072632
temporal_fine_1e19,2,148,0.099976,0.081299
temporal_fine_1e19,2,149,0.125793,0.076721
temporal_fine_1e19,2,150,0.080444,0.069092
temporal_fine_1e19,2,151,0.078125,0.079407
temporal_fine_1e19,2,152,0.077576,0.067322
temporal_fine_1e19,2,153,0.155273,0.060669
temporal_fine_1e19,2,154,0.124878,0.066406
temporal_fine_1e19,2,155,0.094666,0.085083
temporal_fine_1e19,2,156,0.113159,0.071777
temporal_fine_1e19,2,157,0.099548,0.059814
temporal_fine_1e19,2,158,0.117615,0.102661
temporal_fine_1e19,2,159,0.103821,0.120789
temporal_fine_1e19,2,160,0.102905,0.096680
temporal_fine_1e19,2,161,0.084900,0.078186
temporal_fine_1e19,2,162,0.089294,0.119751
temporal_fine_1e19,2,163,0.074646,0.067139
temporal_fine_1e19,2,164,0.073608,0.057129
temporal_fine_1e19,2,165,0.041931,0.057373
temporal_fine_1e19,2,166,0.098633,0.063965
temporal_fine_1e19,2,167,0.085327,0.105286
temporal_fine_1e19,2,168,0.036255,0.133850
temporal_fine_1e19,2,169,0.104553,0.125732
temporal_fine_1e19,2,170,0.123169,0.103699
temporal_fine_1e19,2,171,0.108276,0.078613
temporal_fine_1e19,2,172,0.076843,0.086975
temporal_fine_1e19,2,173,0.076050,0.066101
temporal_fine_1e19,2,174,0.077881,0.085632
temporal_fine_1e19,2,175,0.089172,0.108887
temporal_fine_1e19,2,176,0.062134,0.061951
temporal_fine_1e19,2,177,0.130798,0.083130
temporal_fine_1e19,2,178,0.095093,0.076721
temporal_fine_1e19,2,179,0.090149,0.098938
temporal_fine_1e19,2,180,0.100952,0.135803
temporal_fine_1e19,2,181,0.075317,0.090454
temporal_fine_1e19,2,182,0.088440,0.082520
temporal_fine_1e19,2,183,0.070801,0.079346
temporal_fine_1e19,2,184,0.094910,0.124634
temporal_fine_1e19,2,185,0.084656,0.163269
temporal_fine_1e19,2,186,0.078369,0.086060
temporal_fine_1e19,2,187,0.100464,0.079224
temporal_fine_1e19,2,188,0.087219,0.120911
temporal_fine_1e19,2,189,0.107300,0.170837
temporal_fine_1e19,2,190,0.093384,0.066345
temporal_fine_1e19,2,191,0.081848,0.111511
temporal_fine_1e19,3,0,0.096313,0.096313
temporal_fine_1e19,3,1,0.084045,0.077454
temporal_fine_1e19,3,2,0.095337,0.096558
temporal_fine_1e19,3,3,0.077454,0.070129
temporal_fine_1e19,3,4,0.094727,0.093750
temporal_fine_1e19,3,5,0.112549,0.115601
temporal_fine_1e19,3,6,0.050598,0.074585
temporal_fine_1e19,3,7,0.083374,0.120789
temporal_fine_1e19,3,8,0.079346,0.069824
temporal_fine_1e19,3,9,0.079834,0.084534
temporal_fine_1e19,3,10,0.134277,0.080994
temporal_fine_1e19,3,11,0.089905,0.088196
temporal_fine_1e19,3,12,0.085327,0.087646
temporal_fine_1e19,3,13,0.113281,0.087158
temporal_fine_1e19,3,14,0.111694,0.089355
temporal_fine_1e19,3,15,0.100952,0.137573
temporal_fine_1e19,3,16,0.078796,0.100403
temporal_fine_1e19,3,17,0.087891,0.088196
temporal_fine_1e19,3,18,0.050171,0.078430
temporal_fine_1e19,3,19,0.093872,0.125061
temporal_fine_1e19,3,20,0.117554,0.150574
temporal_fine_1e19,3,21,0.141907,0.099365
temporal_fine_1e19,3,22,0.103394,0.088562
