label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,57,1126,0.5482,0.609,0.0608
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,58,678,0.5644,0.6233,0.059
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,59,568,0.5873,0.5641,-0.0233
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,60,478,0.6012,0.6556,0.0544
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,61,876,0.5573,0.6303,0.073
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,62,834,0.6264,0.5656,-0.0609
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,63,558,0.6382,0.5183,-0.1199
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,0,599,0.6179,0.5994,-0.0185
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,1,777,0.8504,0.5399,-0.3105
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,2,747,0.5915,0.6162,0.0247
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,3,606,0.6024,0.6804,0.078
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,4,778,0.5993,0.5373,-0.062
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,5,247,0.5794,0.7632,0.1838
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,6,640,0.6713,0.6359,-0.0354
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,7,655,0.608,0.5579,-0.0501
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,8,453,0.6309,0.5604,-0.0705
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,9,451,0.7124,0.7815,0.069
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,10,316,0.5824,0.8627,0.2803
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,11,434,0.7106,0.5277,-0.1829
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,12,604,0.606,0.6777,0.0717
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,13,946,0.5953,0.5741,-0.0212
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,14,914,0.5675,0.5326,-0.0349
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,15,855,0.6339,0.596,-0.0379
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,16,1198,0.5723,0.6247,0.0524
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,17,1365,0.5543,0.773,0.2187
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,18,936,0.5253,0.5907,0.0653
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,19,654,0.485,0.7547,0.2698
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,20,435,0.6123,0.6312,0.0188
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,21,617,0.5736,0.762,0.1885
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,22,616,0.5445,0.5301,-0.0144
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,23,1214,0.5898,0.7204,0.1305
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,24,574,0.5866,0.684,0.0973
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,25,484,0.77,0.7818,0.0118
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,26,339,0.7281,0.5587,-0.1694
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,27,831,0.6224,0.6771,0.0547
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,28,739,0.6514,0.5781,-0.0733
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,29,956,0.5317,0.5775,0.0459
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,30,936,0.5825,0.55,-0.0326
