label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,11,3075,0.9524,0.6359,-0.3165
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,12,3111,0.9248,0.6835,-0.2413
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,13,2966,0.8834,0.6412,-0.2422
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,14,3328,0.9532,0.6305,-0.3227
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,15,2948,0.9536,0.6718,-0.2817
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,16,3269,0.9469,0.7695,-0.1773
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,17,2538,0.9116,0.6738,-0.2378
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,18,2512,0.9152,0.6149,-0.3003
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,19,2735,0.95,0.6615,-0.2885
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,20,2600,0.9129,0.5971,-0.3158
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,21,3026,0.9566,0.628,-0.3286
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,22,2845,0.8594,0.7456,-0.1138
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,23,2980,0.9149,0.597,-0.3178
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,24,2886,0.9455,0.5955,-0.35
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,25,2686,0.8751,0.6332,-0.2419
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,26,2796,0.8691,0.68,-0.189
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,27,3173,0.8845,0.5759,-0.3086
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,28,2919,0.9656,0.68,-0.2856
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,29,2879,0.9305,0.6098,-0.3208
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,30,2348,0.9418,0.6184,-0.3233
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,31,2626,0.9531,0.7499,-0.2032
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,32,3057,0.9322,0.6075,-0.3247
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,33,2969,0.899,0.7141,-0.1849
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,34,2916,0.9882,0.5887,-0.3995
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,35,3027,0.9709,0.6002,-0.3707
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,36,2693,0.9385,0.637,-0.3015
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,37,3130,0.9645,0.6121,-0.3524
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,38,3248,0.8879,0.7775,-0.1103
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,39,2969,0.9866,0.659,-0.3276
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,40,2746,0.8357,0.6705,-0.1652
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,41,2941,0.9335,0.7334,-0.2002
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,42,2717,0.9397,0.5928,-0.3469
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,43,3142,0.9659,0.5948,-0.3711
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,44,3012,0.9132,0.6504,-0.2627
