cell,layer,expert,residency_share,selectivity_PRfrac,gate_when_selected,dist_to_centroid
karen,4,12,0.50581,0.7664,0.01223,
karen,4,13,0.00755,0.69443,0.01071,
karen,4,14,0.06051,0.61053,0.01144,
karen,4,15,0.04661,0.70526,0.01344,
karen,4,16,0.05643,0.68194,0.01081,
karen,4,17,0.05654,0.52681,0.01199,
karen,4,18,0.07365,0.50268,0.01208,
karen,4,19,0.07574,0.58515,0.01483,
karen,4,20,0.09195,0.32243,0.01869,
karen,4,21,0.09965,0.37145,0.01715,
karen,4,22,0.06197,0.10206,0.02663,
karen,4,23,0.22477,0.55881,0.01275,
karen,4,24,0.05518,0.90478,0.00968,
karen,4,25,0.13262,0.21902,0.02127,
karen,4,26,0.0974,0.78584,0.00939,
karen,4,27,0.32413,0.88104,0.01009,
karen,4,28,0.14987,0.46441,0.01386,
karen,4,29,0.1284,0.81033,0.00965,
karen,4,30,0.08109,0.18057,0.01908,
karen,4,31,0.11394,0.87423,0.00954,
karen,4,32,0.08752,0.49851,0.01504,
karen,4,33,0.39459,0.94163,0.00963,
karen,4,34,0.04297,0.29852,0.01598,
karen,4,35,0.05377,0.54502,0.0126,
karen,4,36,0.05595,0.28741,0.01848,
karen,4,37,0.02034,0.2755,0.02287,
karen,4,38,0.05354,0.28928,0.01531,
karen,4,39,0.02637,0.71932,0.00966,
karen,4,40,0.0536,0.91136,0.0092,
karen,4,41,0.30009,0.91549,0.00984,
karen,4,42,0.04158,0.52606,0.0119,
karen,4,43,0.19667,0.66117,0.01047,
karen,4,44,0.02695,0.73004,0.0136,
karen,4,45,0.04014,0.59097,0.01127,
karen,4,46,0.06602,0.29778,0.0177,
karen,4,47,0.03474,0.11355,0.03537,
karen,4,48,0.11131,0.61493,0.01261,
karen,4,49,0.13771,0.33549,0.01643,
karen,4,50,0.05332,0.65169,0.01213,
karen,4,51,0.0409,0.40812,0.01205,
karen,4,52,0.07014,0.55168,0.01222,
karen,4,53,0.06623,0.78951,0.0104,
karen,4,54,0.17833,0.86208,0.01016,
karen,4,55,0.02969,0.63751,0.01144,
karen,4,56,0.12767,0.83131,0.0097,
karen,4,57,0.31681,0.83076,0.00955,
karen,4,58,0.10855,0.81098,0.01079,
karen,4,59,0.30339,0.87571,0.01021,
karen,4,60,0.24286,0.52906,0.01223,
karen,4,61,0.09904,0.63887,0.0118,
karen,4,62,0.03778,0.74231,0.00922,
karen,4,63,0.11023,0.60962,0.00991,
karen,4,64,0.05029,0.81728,0.01035,
karen,4,65,0.01818,0.51838,0.01227,
karen,4,66,0.05322,0.85185,0.00986,
karen,4,67,0.05129,0.13588,0.03182,
karen,4,68,0.05251,0.49254,0.01197,
karen,4,69,0.05186,0.22236,0.0225,
karen,4,70,0.04732,0.80103,0.00882,
karen,4,71,0.05417,0.72932,0.01218,
karen,4,72,0.08003,0.82676,0.01,
karen,4,73,0.08552,0.506,0.0124,
karen,4,74,0.01154,0.09966,0.02498,
karen,4,75,0.00494,0.24565,0.0333,
karen,4,76,0.28893,0.9068,0.01041,
karen,4,77,0.02381,0.47123,0.01232,
karen,4,78,0.02898,0.49224,0.01648,
karen,4,79,0.12171,0.77743,0.01184,
karen,4,80,0.2162,0.89347,0.01053,
karen,4,81,0.06681,0.35224,0.01642,
karen,4,82,0.11444,0.60119,0.01176,
karen,4,83,0.04904,0.59894,0.01209,
karen,4,84,0.03313,0.59773,0.01159,
karen,4,85,0.04615,0.24708,0.01495,
karen,4,86,0.0247,0.73142,0.01033,
karen,4,87,0.03378,0.62025,0.01222,
karen,4,88,0.12111,0.87519,0.01019,
karen,4,89,0.09528,0.57449,0.01123,
karen,4,90,0.05653,0.76229,0.01023,
karen,4,91,0.1875,0.46439,0.01296,
karen,4,92,0.05116,0.76947,0.01069,
karen,4,93,0.02887,0.08012,0.03221,
karen,4,94,0.02831,0.57014,0.0106,
karen,4,95,0.15792,0.62651,0.01121,
karen,4,96,0.05824,0.60469,0.01237,
karen,4,97,0.02567,0.83667,0.00949,
karen,4,98,0.07282,0.77347,0.0112,
karen,4,99,0.04232,0.72528,0.0109,
karen,4,100,0.06365,0.52607,0.01239,
karen,4,101,0.05491,0.12197,0.02652,
karen,4,102,0.30569,0.66197,0.01133,
karen,4,103,0.01447,0.77559,0.00989,
karen,4,104,0.0233,0.18814,0.02214,
karen,4,105,0.04417,0.22705,0.02209,
karen,4,106,0.09197,0.63825,0.01178,
karen,4,107,0.06981,0.84184,0.01023,
karen,4,108,0.07362,0.76418,0.01092,
karen,4,109,0.16387,0.4057,0.01459,
karen,4,110,0.08669,0.57456,0.01379,
karen,4,111,0.02968,0.57804,0.01266,
karen,4,112,0.11098,0.59918,0.01246,
karen,4,113,0.05788,0.52115,0.01313,
karen,4,114,0.08418,0.67493,0.01092,
karen,4,115,0.0498,0.59915,0.01125,
karen,4,116,0.09602,0.42579,0.01384,
karen,4,117,0.07619,0.70408,0.01119,
karen,4,118,0.01944,0.86985,0.0091,
karen,4,119,0.10808,0.44268,0.01335,
karen,4,120,0.01552,0.14164,0.0389,
karen,4,121,0.11854,0.40239,0.01342,
karen,4,122,0.11295,0.19463,0.02311,
karen,4,123,0.07154,0.63415,0.01136,
karen,4,124,0.15464,0.83303,0.00986,
karen,4,125,0.12171,0.59697,0.0114,
karen,4,126,0.0963,0.30318,0.01541,
karen,4,127,0.05584,0.22349,0.01938,
karen,4,128,0.17876,0.30333,0.01769,
karen,4,129,0.06663,0.56712,0.01172,
karen,4,130,0.09344,0.77057,0.01071,
karen,4,131,0.17523,0.65454,0.01107,
karen,4,132,0.0285,0.21203,0.02012,
karen,4,133,0.09451,0.6905,0.01139,
karen,4,134,0.06384,0.71213,0.01123,
karen,4,135,0.02747,0.51347,0.01176,
karen,4,136,0.07236,0.67246,0.01196,
karen,4,137,0.03493,0.15877,0.02099,
karen,4,138,0.1768,0.38611,0.01397,
karen,4,139,0.12387,0.87362,0.01026,
karen,4,140,0.06774,0.82693,0.01136,
karen,4,141,0.20138,0.65021,0.01124,
karen,4,142,0.05323,0.72693,0.01179,
karen,4,143,0.11455,0.58492,0.0115,
karen,4,144,0.02477,0.13867,0.02281,
karen,4,145,0.23951,0.8801,0.00958,
karen,4,146,0.05941,0.6237,0.01168,
karen,4,147,0.14079,0.35288,0.01636,
karen,4,148,0.1275,0.4268,0.01455,
karen,4,149,0.19733,0.7985,0.01067,
karen,4,150,0.04842,0.70511,0.0104,
karen,4,151,0.0716,0.87086,0.01006,
karen,4,152,0.07987,0.64006,0.01056,
karen,4,153,0.08366,0.58351,0.01316,
karen,4,154,0.12882,0.19074,0.02078,
karen,4,155,0.04214,0.20909,0.0208,
karen,4,156,0.0833,0.43174,0.01563,
karen,4,157,0.06921,0.57849,0.01264,
karen,4,158,0.16139,0.82881,0.00991,
karen,4,159,0.04838,0.62315,0.01115,
karen,4,160,0.14161,0.56741,0.01283,
karen,4,161,0.024,0.5806,0.01235,
karen,4,162,0.0343,0.19502,0.02434,
karen,4,163,0.13853,0.73359,0.0093,
karen,4,164,0.0673,0.53864,0.01219,
karen,4,165,0.13216,0.18179,0.02401,
karen,4,166,0.04891,0.25962,0.02077,
karen,4,167,0.0128,0.31848,0.01474,
karen,4,168,0.08832,0.79157,0.01001,
karen,4,169,0.27605,0.6475,0.01123,
karen,4,170,0.2752,0.86636,0.01065,
karen,4,171,0.02963,0.57812,0.0115,
karen,4,172,0.06445,0.21068,0.02417,
karen,4,173,0.07146,0.70963,0.01092,
karen,4,174,0.04059,0.57682,0.01293,
karen,4,175,0.0345,0.76524,0.01023,
karen,4,176,0.04873,0.71576,0.01072,
karen,4,177,0.02666,0.18067,0.02038,
karen,4,178,0.05125,0.45307,0.0138,
karen,4,179,0.46471,0.92056,0.00996,
karen,4,180,0.06087,0.66435,0.01166,
karen,4,181,0.04248,0.59322,0.01191,
karen,4,182,0.02906,0.73634,0.01046,
karen,4,183,0.13538,0.74828,0.00984,
karen,4,184,0.12216,0.71615,0.01182,
karen,4,185,0.07112,0.77193,0.01027,
karen,4,186,0.01909,0.40558,0.01574,
karen,4,187,0.06262,0.57292,0.01249,
karen,4,188,0.02403,0.08813,0.03214,
karen,4,189,0.04875,0.32057,0.01514,
karen,4,190,0.12953,0.73262,0.01008,
karen,4,191,0.02656,0.05039,0.02836,
karen_soft_s1,2,0,0.07657,0.77561,0.00974,0.86286
karen_soft_s1,2,1,0.06011,0.94643,0.00811,0.86181
karen_soft_s1,2,2,0.05688,0.2294,0.02147,0.863
karen_soft_s1,2,3,0.0153,0.38461,0.01305,0.89465
karen_soft_s1,2,4,0.02071,0.19114,0.02692,0.86461
karen_soft_s1,2,5,0.23798,0.89232,0.00898,0.89511
karen_soft_s1,2,6,0.01105,0.03636,0.05218,0.85474
karen_soft_s1,2,7,0.00204,0.95395,0.00644,0.85086
karen_soft_s1,2,8,0.08704,0.36143,0.0142,0.85726
karen_soft_s1,2,9,0.07058,0.64656,0.00951,0.86673
karen_soft_s1,2,10,0.02531,0.94745,0.00811,0.83613
karen_soft_s1,2,11,0.05294,0.41492,0.0127,0.9099
karen_soft_s1,2,12,0.0444,0.56094,0.00958,0.88291
karen_soft_s1,2,13,0.08694,0.96193,0.00814,0.86616
karen_soft_s1,2,14,0.06848,0.84284,0.00764,0.84911
karen_soft_s1,2,15,0.0265,0.94662,0.00756,0.94475
karen_soft_s1,2,16,0.06937,0.30609,0.01511,0.86456
karen_soft_s1,2,17,0.05347,0.80445,0.00784,0.86872
karen_soft_s1,2,18,0.35312,0.84767,0.00946,0.86116
karen_soft_s1,2,19,0.03665,0.73976,0.00941,0.87263
karen_soft_s1,2,20,0.0101,0.26037,0.01717,0.86624
karen_soft_s1,2,21,0.03294,0.60666,0.00967,0.91863
karen_soft_s1,2,22,0.13205,0.8152,0.00937,0.87871
karen_soft_s1,2,23,0.05182,0.13272,0.02266,0.84422
karen_soft_s1,2,24,0.04076,0.41924,0.01226,0.91592
karen_soft_s1,2,25,0.69063,0.64016,0.01092,0.89166
karen_soft_s1,2,26,0.11328,0.27832,0.0184,0.88801
karen_soft_s1,2,27,0.03536,0.54471,0.00988,0.85208
karen_soft_s1,2,28,0.06635,0.10906,0.02594,0.86313
karen_soft_s1,2,29,0.02975,0.58804,0.01197,0.83161
karen_soft_s1,2,30,0.06731,0.92474,0.00836,0.90201
karen_soft_s1,2,31,0.13142,0.77209,0.00976,0.88631
karen_soft_s1,2,32,0.05551,0.09343,0.0271,0.92568
karen_soft_s1,2,33,0.09026,0.33195,0.0148,0.875
karen_soft_s1,2,34,0.06387,0.64728,0.01037,0.90825
karen_soft_s1,2,35,0.26043,0.4733,0.01179,0.84925
karen_soft_s1,2,36,0.17194,0.82387,0.00916,0.84312
karen_soft_s1,2,37,0.10429,0.62038,0.0103,0.85084
karen_soft_s1,2,38,0.00343,0.95665,0.00645,0.88144
karen_soft_s1,2,39,0.00849,0.31582,0.01552,0.8475
karen_soft_s1,2,40,0.02023,0.68907,0.00976,0.83638
karen_soft_s1,2,41,0.02936,0.19713,0.02823,0.86538
karen_soft_s1,2,42,0.16673,0.93668,0.00774,0.87691
karen_soft_s1,2,43,0.12053,0.92645,0.00779,0.88284
karen_soft_s1,2,44,0.0,0.96811,0.0,0.88448
karen_soft_s1,2,45,0.01948,0.52973,0.01057,0.86049
karen_soft_s1,2,46,0.06104,0.12095,0.03019,0.87364
karen_soft_s1,2,47,0.02836,0.70597,0.00854,0.89558
karen_soft_s1,2,48,0.02467,0.68322,0.01081,0.84426
karen_soft_s1,2,49,0.0274,0.45442,0.01167,0.88946
karen_soft_s1,2,50,0.0194,0.79306,0.00842,0.90254
karen_soft_s1,2,51,0.11022,0.81294,0.00815,0.86068
karen_soft_s1,2,52,0.05911,0.85166,0.00909,0.85175
karen_soft_s1,2,53,0.10017,0.80671,0.0081,0.87372
karen_soft_s1,2,54,0.01304,0.36435,0.01513,0.9243
karen_soft_s1,2,55,0.07878,0.41588,0.01198,0.87444
karen_soft_s1,2,56,0.41865,0.72384,0.00953,0.81767
karen_soft_s1,2,57,0.0,0.95721,0.0,0.87967
karen_soft_s1,2,58,0.03215,0.49389,0.01096,0.90556
karen_soft_s1,2,59,0.03809,0.92001,0.00724,0.87397
karen_soft_s1,2,60,0.01797,0.69001,0.01014,0.90003
karen_soft_s1,2,61,0.05135,0.42363,0.01308,0.87392
karen_soft_s1,2,62,0.0508,0.31571,0.01501,0.8702
karen_soft_s1,2,63,0.01836,0.14505,0.0205,0.86243
karen_soft_s1,2,64,0.01865,0.50863,0.01242,0.87098
karen_soft_s1,2,65,0.1679,0.7913,0.00952,0.87545
karen_soft_s1,2,66,0.03623,0.18266,0.02142,0.86993
karen_soft_s1,2,67,0.03918,0.54656,0.01194,0.88616
karen_soft_s1,2,68,0.05273,0.51901,0.01098,0.87281
karen_soft_s1,2,69,0.05487,0.17106,0.0278,0.89584
karen_soft_s1,2,70,0.18795,0.52274,0.01197,0.83887
karen_soft_s1,2,71,0.10751,0.18649,0.01942,0.88578
karen_soft_s1,2,72,0.1059,0.54933,0.01033,0.89133
karen_soft_s1,2,73,0.00709,0.10392,0.03514,0.90869
karen_soft_s1,2,74,0.01608,0.55608,0.01042,0.86777
karen_soft_s1,2,75,0.0,0.96689,0.0,0.88791
karen_soft_s1,2,76,0.03715,0.66185,0.00916,0.84513
karen_soft_s1,2,77,0.0,0.96081,0.0,0.87113
karen_soft_s1,2,78,0.24172,0.93212,0.00777,0.89737
karen_soft_s1,2,79,0.03107,0.06266,0.03978,0.86542
karen_soft_s1,2,80,0.0,0.94347,0.0,0.85988
karen_soft_s1,2,81,0.14418,0.67138,0.00915,0.88198
karen_soft_s1,2,82,0.01302,0.39545,0.01273,0.86246
karen_soft_s1,2,83,0.0,0.9571,0.0,0.88922
karen_soft_s1,2,84,0.14699,0.46062,0.0124,0.84221
karen_soft_s1,2,85,0.12061,0.63051,0.01038,0.84736
karen_soft_s1,2,86,0.06863,0.13749,0.02112,0.88138
karen_soft_s1,2,87,0.55558,0.6593,0.01148,0.89526
karen_soft_s1,2,88,0.13509,0.78681,0.00952,0.89175
karen_soft_s1,2,89,0.01608,0.3379,0.01369,0.866
karen_soft_s1,2,90,0.02908,0.76215,0.00992,0.86234
karen_soft_s1,2,91,0.08192,0.25935,0.0196,0.86914
karen_soft_s1,2,92,0.0051,0.01478,0.06271,0.86658
karen_soft_s1,2,93,0.1198,0.16719,0.02352,0.88091
karen_soft_s1,2,94,0.30016,0.71489,0.00967,0.87933
karen_soft_s1,2,95,0.00883,0.03695,0.04733,0.87005
karen_soft_s1,2,96,0.09407,0.72022,0.00907,0.88402
karen_soft_s1,2,97,0.01649,0.38329,0.01244,0.87356
karen_soft_s1,2,98,0.05128,0.91288,0.00774,0.83763
karen_soft_s1,2,99,0.0,0.96755,0.0,0.87007
karen_soft_s1,2,100,0.0582,0.18786,0.02057,0.88392
karen_soft_s1,2,101,0.28878,0.90016,0.00866,0.87058
karen_soft_s1,2,102,0.09473,0.79666,0.00834,0.80884
karen_soft_s1,2,103,0.07694,0.81764,0.00886,0.88854
karen_soft_s1,2,104,0.08054,0.23363,0.0184,0.87001
karen_soft_s1,2,105,0.17868,0.77934,0.00826,0.85914
karen_soft_s1,2,106,0.02267,0.44328,0.01641,0.85717
karen_soft_s1,2,107,0.02824,0.08509,0.03163,0.86339
karen_soft_s1,2,108,0.0,0.95487,0.0,0.8707
karen_soft_s1,2,109,0.04446,0.17077,0.01639,0.87388
karen_soft_s1,2,110,0.03474,0.72173,0.00843,0.86116
karen_soft_s1,2,111,0.3558,0.8562,0.00846,0.85677
karen_soft_s1,2,112,0.01318,0.02642,0.04936,0.89416
karen_soft_s1,2,113,0.0722,0.78565,0.0077,0.9105
karen_soft_s1,2,114,0.14313,0.73984,0.00903,0.82898
karen_soft_s1,2,115,0.02065,0.52522,0.01317,0.89275
karen_soft_s1,2,116,0.3945,0.90548,0.0087,0.89642
karen_soft_s1,2,117,0.09169,0.0847,0.03655,0.88385
karen_soft_s1,2,118,0.14428,0.15697,0.03143,0.88877
karen_soft_s1,2,119,0.03894,0.71601,0.00922,0.90787
karen_soft_s1,2,120,0.02386,0.43226,0.01266,0.85412
karen_soft_s1,2,121,0.06042,0.10992,0.02437,0.88885
karen_soft_s1,2,122,0.02789,0.25896,0.0173,0.84673
karen_soft_s1,2,123,0.12183,0.65696,0.00954,0.85113
karen_soft_s1,2,124,0.03273,0.61193,0.01176,0.88757
karen_soft_s1,2,125,0.03086,0.06683,0.04037,0.85742
karen_soft_s1,2,126,0.44331,0.91149,0.00851,0.87293
karen_soft_s1,2,127,0.32975,0.67483,0.00958,0.82852
karen_soft_s1,2,128,0.01936,0.39652,0.0118,0.87187
karen_soft_s1,2,129,0.10231,0.20094,0.02063,0.86889
karen_soft_s1,2,130,0.13277,0.54261,0.01086,0.84441
karen_soft_s1,2,131,0.06342,0.70276,0.00868,0.84074
karen_soft_s1,2,132,0.08379,0.5984,0.01039,0.84185
karen_soft_s1,2,133,0.00182,0.95321,0.00671,0.87005
karen_soft_s1,2,134,0.32117,0.83055,0.0087,0.82735
karen_soft_s1,2,135,0.16127,0.18134,0.02349,0.87094
karen_soft_s1,2,136,0.35545,0.45927,0.01157,0.90673
karen_soft_s1,2,137,0.01317,0.0367,0.05112,0.9035
karen_soft_s1,2,138,0.01965,0.42648,0.01381,0.89027
karen_soft_s1,2,139,0.20599,0.94165,0.00818,0.84117
karen_soft_s1,2,140,0.18056,0.86767,0.00874,0.86356
karen_soft_s1,2,141,0.01408,0.31496,0.01491,0.87358
karen_soft_s1,2,142,0.3867,0.89938,0.00868,0.84619
karen_soft_s1,2,143,0.05328,0.61676,0.0105,0.87284
karen_soft_s1,2,144,0.03267,0.25652,0.01771,0.88254
karen_soft_s1,2,145,0.0701,0.64575,0.00968,0.89605
karen_soft_s1,2,146,0.03238,0.08665,0.03322,0.88048
karen_soft_s1,2,147,0.05498,0.69551,0.01065,0.86105
karen_soft_s1,2,148,0.07233,0.16234,0.02424,0.90341
karen_soft_s1,2,149,0.11643,0.83057,0.00808,0.8523
karen_soft_s1,2,150,0.02599,0.47895,0.01189,0.86728
karen_soft_s1,2,151,0.20011,0.52572,0.00951,0.88269
karen_soft_s1,2,152,0.03422,0.12221,0.02803,0.90521
karen_soft_s1,2,153,0.15201,0.50012,0.01244,0.82945
karen_soft_s1,2,154,0.13194,0.91306,0.00801,0.85488
karen_soft_s1,2,155,0.1703,0.22052,0.02094,0.85666
karen_soft_s1,2,156,0.01318,0.0399,0.05784,0.87535
karen_soft_s1,2,157,0.04461,0.3358,0.01348,0.85666
karen_soft_s1,2,158,0.14661,0.83392,0.0089,0.91167
karen_soft_s1,2,159,0.04002,0.5486,0.01092,0.86507
karen_soft_s1,2,160,0.06087,0.80304,0.00827,0.8453
karen_soft_s1,2,161,0.06933,0.35991,0.01262,0.8747
karen_soft_s1,2,162,0.43439,0.93907,0.00856,0.83624
karen_soft_s1,2,163,0.04004,0.45964,0.01394,0.8594
karen_soft_s1,2,164,0.04042,0.09396,0.03007,0.85563
karen_soft_s1,2,165,0.01247,0.3577,0.01225,0.86265
karen_soft_s1,2,166,0.26807,0.46544,0.01206,0.92981
karen_soft_s1,2,167,0.07005,0.90792,0.00784,0.88897
karen_soft_s1,2,168,0.10685,0.10025,0.03327,0.86261
karen_soft_s1,2,169,0.17535,0.83211,0.00943,0.86573
karen_soft_s1,2,170,0.51298,0.63365,0.00971,0.8581
karen_soft_s1,2,171,0.0909,0.84317,0.00904,0.87088
karen_soft_s1,2,172,0.0068,0.40312,0.01109,0.86151
karen_soft_s1,2,173,0.00933,0.34986,0.0194,0.90933
karen_soft_s1,2,174,0.39523,0.85143,0.00907,0.85253
karen_soft_s1,2,175,0.22601,0.45691,0.0117,0.86559
karen_soft_s1,2,176,0.03246,0.19258,0.01962,0.86347
karen_soft_s1,2,177,0.09676,0.75837,0.00793,0.86681
karen_soft_s1,2,178,0.0629,0.93991,0.00766,0.8971
karen_soft_s1,2,179,0.03384,0.50695,0.01156,0.85071
karen_soft_s1,2,180,0.03575,0.50547,0.01136,0.86113
karen_soft_s1,2,181,0.02209,0.74031,0.01019,0.84846
karen_soft_s1,2,182,0.05677,0.46148,0.0127,0.88348
karen_soft_s1,2,183,0.01221,0.09307,0.03576,0.87291
karen_soft_s1,2,184,0.12636,0.14405,0.02067,0.8438
karen_soft_s1,2,185,0.0,0.95799,0.0,0.87741
karen_soft_s1,2,186,0.00135,0.94942,0.00637,0.89581
karen_soft_s1,2,187,0.01174,0.01889,0.06309,0.87302
karen_soft_s1,2,188,0.0579,0.7305,0.0094,0.8412
karen_soft_s1,2,189,0.00591,0.92467,0.00713,0.87371
karen_soft_s1,2,190,0.03845,0.13082,0.02594,0.85141
karen_soft_s1,2,191,0.04854,0.94816,0.00736,0.87232
karen_soft_s1,3,0,0.05019,0.70501,0.01038,0.86962
karen_soft_s1,3,1,0.10242,0.18461,0.02083,0.90648
karen_soft_s1,3,2,0.04628,0.22017,0.0154,0.86312
karen_soft_s1,3,3,0.12832,0.80381,0.00884,0.88024
karen_soft_s1,3,4,0.0378,0.42496,0.01439,0.89307
karen_soft_s1,3,5,0.08846,0.89291,0.00762,0.88297
karen_soft_s1,3,6,0.01468,0.44598,0.01241,0.91397
karen_soft_s1,3,7,0.009,0.34449,0.01546,0.8753
karen_soft_s1,3,8,0.03295,0.50474,0.01232,0.8615
karen_soft_s1,3,9,0.04462,0.91053,0.00839,0.90044
karen_soft_s1,3,10,0.01987,0.47692,0.01296,0.90543
karen_soft_s1,3,11,0.01232,0.9358,0.00733,0.86106
karen_soft_s1,3,12,0.03008,0.45961,0.01201,0.85704
karen_soft_s1,3,13,0.05935,0.58178,0.00917,0.88669
karen_soft_s1,3,14,0.01688,0.30053,0.01745,0.92825
karen_soft_s1,3,15,0.0,0.96121,0.0,0.82245
karen_soft_s1,3,16,0.01917,0.94568,0.0074,0.91951
karen_soft_s1,3,17,0.02714,0.3445,0.01444,0.88162
karen_soft_s1,3,18,0.00649,0.93659,0.00689,0.89562
karen_soft_s1,3,19,0.10069,0.58273,0.01085,0.90103
karen_soft_s1,3,20,0.03673,0.75574,0.00797,0.9088
karen_soft_s1,3,21,0.04551,0.90624,0.00811,0.86851
karen_soft_s1,3,22,0.04179,0.74064,0.00893,0.88534
karen_soft_s1,3,23,0.00717,0.03526,0.04549,0.85441
karen_soft_s1,3,24,0.09715,0.2105,0.02091,0.87231
karen_soft_s1,3,25,0.20281,0.1227,0.02966,0.84754
karen_soft_s1,3,26,0.15494,0.92994,0.00814,0.89505
karen_soft_s1,3,27,0.53332,0.6044,0.009,0.85256
karen_soft_s1,3,28,0.0092,0.42908,0.01286,0.89394
karen_soft_s1,3,29,0.01814,0.26409,0.02145,0.88179
karen_soft_s1,3,30,0.0,0.95596,0.0,0.87277
karen_soft_s1,3,31,0.0,0.9412,0.0,0.89564
karen_soft_s1,3,32,0.0,0.95001,0.0,0.90349
karen_soft_s1,3,33,0.21738,0.72991,0.00923,0.83922
karen_soft_s1,3,34,0.23721,0.94253,0.0085,0.83969
karen_soft_s1,3,35,0.10828,0.5575,0.01202,0.8997
karen_soft_s1,3,36,0.08649,0.78086,0.01011,0.8818
karen_soft_s1,3,37,0.01029,0.0274,0.05306,0.86396
karen_soft_s1,3,38,0.28484,0.74824,0.00873,0.86143
karen_soft_s1,3,39,0.11445,0.10439,0.0313,0.87325
karen_soft_s1,3,40,0.39285,0.41937,0.01438,0.87125
karen_soft_s1,3,41,0.06934,0.16635,0.02665,0.90525
karen_soft_s1,3,42,0.02356,0.37909,0.01456,0.87717
karen_soft_s1,3,43,0.06181,0.21007,0.01925,0.89434
karen_soft_s1,3,44,0.0211,0.68935,0.01026,0.86439
karen_soft_s1,3,45,0.11871,0.60646,0.01079,0.88844
karen_soft_s1,3,46,0.07434,0.65337,0.0097,0.89795
karen_soft_s1,3,47,0.19342,0.64429,0.01008,0.85532
karen_soft_s1,3,48,0.04962,0.59481,0.00946,0.87275
karen_soft_s1,3,49,0.03561,0.94487,0.00739,0.87097
karen_soft_s1,3,50,0.10064,0.14104,0.02388,0.86491
karen_soft_s1,3,51,0.08086,0.9036,0.00754,0.89574
karen_soft_s1,3,52,0.05887,0.58519,0.01104,0.8705
karen_soft_s1,3,53,0.09257,0.67675,0.0099,0.92435
karen_soft_s1,3,54,0.24654,0.35125,0.01597,0.87475
karen_soft_s1,3,55,0.16336,0.74046,0.00826,0.89019
karen_soft_s1,3,56,0.00947,0.38877,0.01303,0.88032
karen_soft_s1,3,57,0.02405,0.42719,0.01221,0.87331
karen_soft_s1,3,58,0.1115,0.699,0.00968,0.86925
karen_soft_s1,3,59,0.13712,0.27205,0.01661,0.86969
karen_soft_s1,3,60,0.14591,0.84882,0.00927,0.88827
karen_soft_s1,3,61,0.22288,0.84075,0.00856,0.86596
karen_soft_s1,3,62,0.40164,0.7424,0.00941,0.89328
karen_soft_s1,3,63,0.03288,0.66599,0.01151,0.92046
karen_soft_s1,3,64,0.15869,0.80232,0.00817,0.86858
karen_soft_s1,3,65,0.01092,0.07506,0.0451,0.88824
karen_soft_s1,3,66,0.05827,0.66636,0.00991,0.87599
karen_soft_s1,3,67,0.06335,0.15281,0.02238,0.85894
karen_soft_s1,3,68,0.01778,0.30733,0.01716,0.87979
karen_soft_s1,3,69,0.22797,0.74038,0.00915,0.85694
karen_soft_s1,3,70,0.04221,0.36265,0.01455,0.9177
karen_soft_s1,3,71,0.04888,0.74955,0.01012,0.87884
karen_soft_s1,3,72,0.12311,0.25204,0.01736,0.8456
karen_soft_s1,3,73,0.2818,0.92259,0.00944,0.86564
karen_soft_s1,3,74,0.04372,0.31052,0.01564,0.84031
karen_soft_s1,3,75,0.3438,0.40041,0.01271,0.88728
karen_soft_s1,3,76,0.02125,0.93539,0.00709,0.85051
karen_soft_s1,3,77,0.13726,0.13248,0.02551,0.86088
karen_soft_s1,3,78,0.36877,0.91545,0.009,0.90898
karen_soft_s1,3,79,0.0228,0.59973,0.01012,0.88749
karen_soft_s1,3,80,0.00144,0.9445,0.00727,0.88239
karen_soft_s1,3,81,0.05042,0.604,0.01249,0.89517
karen_soft_s1,3,82,0.0,0.96604,0.0,0.8669
karen_soft_s1,3,83,0.18128,0.78046,0.00878,0.89707
karen_soft_s1,3,84,0.09273,0.43615,0.01145,0.85882
karen_soft_s1,3,85,0.058,0.71053,0.00861,0.89185
karen_soft_s1,3,86,0.17007,0.71435,0.0094,0.84543
karen_soft_s1,3,87,0.29858,0.89477,0.00893,0.84596
karen_soft_s1,3,88,0.03079,0.12008,0.02506,0.89436
karen_soft_s1,3,89,0.13767,0.67943,0.01096,0.87878
karen_soft_s1,3,90,0.04965,0.66201,0.00922,0.85186
karen_soft_s1,3,91,0.05799,0.31235,0.01631,0.89643
karen_soft_s1,3,92,0.06866,0.18493,0.01999,0.8781
karen_soft_s1,3,93,0.05297,0.67851,0.00953,0.86347
karen_soft_s1,3,94,0.06931,0.67749,0.00881,0.86919
karen_soft_s1,3,95,0.06055,0.75313,0.00837,0.8709
karen_soft_s1,3,96,0.03046,0.27227,0.01501,0.90129
karen_soft_s1,3,97,0.0323,0.61598,0.00955,0.91347
karen_soft_s1,3,98,0.01577,0.5206,0.01414,0.90145
karen_soft_s1,3,99,0.08929,0.33949,0.01432,0.87104
karen_soft_s1,3,100,0.02307,0.61511,0.00991,0.87532
karen_soft_s1,3,101,0.14806,0.94394,0.00796,0.84486
karen_soft_s1,3,102,0.03593,0.81333,0.00905,0.88816
karen_soft_s1,3,103,0.47498,0.70887,0.00955,0.8492
karen_soft_s1,3,104,0.06306,0.23561,0.01785,0.8866
karen_soft_s1,3,105,0.1384,0.19654,0.01683,0.86731
