cell,layer,expert,residency_share,selectivity_PRfrac,gate_when_selected,dist_to_centroid
L0_s1,4,89,0.08119,0.60282,0.01176,
L0_s1,4,90,0.10653,0.89593,0.00891,
L0_s1,4,91,0.084,0.55085,0.01219,
L0_s1,4,92,0.07798,0.26008,0.01844,
L0_s1,4,93,0.06357,0.49974,0.01213,
L0_s1,4,94,0.09937,0.78002,0.00903,
L0_s1,4,95,0.11812,0.78134,0.00837,
L0_s1,4,96,0.0576,0.5924,0.01215,
L0_s1,4,97,0.0316,0.31597,0.01535,
L0_s1,4,98,0.07984,0.6768,0.0106,
L0_s1,4,99,0.08627,0.93892,0.00801,
L0_s1,4,100,0.1272,0.84548,0.00929,
L0_s1,4,101,0.09693,0.48032,0.01178,
L0_s1,4,102,0.05662,0.51779,0.01268,
L0_s1,4,103,0.08817,0.91919,0.00832,
L0_s1,4,104,0.09612,0.42423,0.01332,
L0_s1,4,105,0.11716,0.68037,0.01107,
L0_s1,4,106,0.09964,0.49418,0.01145,
L0_s1,4,107,0.09717,0.95222,0.00793,
L0_s1,4,108,0.10152,0.94223,0.00815,
L0_s1,4,109,0.08952,0.52375,0.01201,
L0_s1,4,110,0.06094,0.42183,0.01324,
L0_s1,4,111,0.10132,0.58206,0.01163,
L0_s1,4,112,0.03229,0.07144,0.03395,
L0_s1,4,113,0.07699,0.79886,0.00935,
L0_s1,4,114,0.07529,0.68028,0.01083,
L0_s1,4,115,0.11057,0.71344,0.01103,
L0_s1,4,116,0.06464,0.7697,0.0111,
L0_s1,4,117,0.09467,0.72921,0.0094,
L0_s1,4,118,0.06848,0.47949,0.01237,
L0_s1,4,119,0.05758,0.53063,0.01328,
L0_s1,4,120,0.11823,0.8053,0.00852,
L0_s1,4,121,0.14053,0.85103,0.00902,
L0_s1,4,122,0.13135,0.85202,0.00913,
L0_s1,4,123,0.09052,0.83342,0.00939,
L0_s1,4,124,0.09097,0.74162,0.00987,
L0_s1,4,125,0.11899,0.90906,0.00768,
L0_s1,4,126,0.09026,0.32036,0.0162,
L0_s1,4,127,0.07735,0.26796,0.01633,
L0_s1,4,128,0.1152,0.81084,0.01012,
L0_s1,4,129,0.0844,0.53009,0.01202,
L0_s1,4,130,0.05717,0.39302,0.01655,
L0_s1,4,131,0.11028,0.92354,0.00801,
L0_s1,4,132,0.0722,0.58144,0.01187,
L0_s1,4,133,0.10664,0.89069,0.00757,
L0_s1,4,134,0.10638,0.87112,0.00798,
L0_s1,4,135,0.10754,0.63847,0.0085,
L0_s1,4,136,0.04995,0.29363,0.01829,
L0_s1,4,137,0.09298,0.81378,0.00794,
L0_s1,4,138,0.09563,0.30344,0.01749,
L0_s1,4,139,0.08372,0.62662,0.01023,
L0_s1,4,140,0.06979,0.701,0.01133,
L0_s1,4,141,0.08679,0.67112,0.01118,
L0_s1,4,142,0.05857,0.44128,0.01287,
L0_s1,4,143,0.11697,0.72236,0.01008,
L0_s1,4,144,0.12697,0.82959,0.0098,
L0_s1,4,145,0.09925,0.83781,0.00903,
L0_s1,4,146,0.11879,0.42173,0.01249,
L0_s1,4,147,0.06378,0.9073,0.0087,
L0_s1,4,148,0.04475,0.41175,0.01502,
L0_s1,4,149,0.10979,0.37602,0.01414,
L0_s1,4,150,0.12946,0.51301,0.01201,
L0_s1,4,151,0.15739,0.95303,0.00809,
L0_s1,4,152,0.06731,0.91965,0.00875,
L0_s1,4,153,0.02138,0.04405,0.04957,
L0_s1,4,154,0.10986,0.78318,0.00879,
L0_s1,4,155,0.14403,0.76388,0.01106,
L0_s1,4,156,0.1071,0.39269,0.01398,
L0_s1,4,157,0.10482,0.38105,0.01408,
L0_s1,4,158,0.02956,0.34941,0.01304,
L0_s1,4,159,0.09156,0.97539,0.0079,
L0_s1,4,160,0.06915,0.84624,0.00951,
L0_s1,4,161,0.08246,0.57859,0.01135,
L0_s1,4,162,0.10357,0.63315,0.00976,
L0_s1,4,163,0.09777,0.82861,0.01,
L0_s1,4,164,0.06449,0.83556,0.00913,
L0_s1,4,165,0.14651,0.9296,0.00833,
L0_s1,4,166,0.13709,0.49184,0.01218,
L0_s1,4,167,0.03345,0.42303,0.01281,
L0_s1,4,168,0.09196,0.82493,0.00859,
L0_s1,4,169,0.09823,0.7579,0.00938,
L0_s1,4,170,0.12886,0.67102,0.0105,
L0_s1,4,171,0.07066,0.17282,0.01872,
L0_s1,4,172,0.09986,0.70303,0.01038,
L0_s1,4,173,0.0846,0.62353,0.01059,
L0_s1,4,174,0.10084,0.79265,0.01004,
L0_s1,4,175,0.04855,0.31252,0.01505,
L0_s1,4,176,0.099,0.88832,0.0079,
L0_s1,4,177,0.10458,0.43298,0.01324,
L0_s1,4,178,0.11926,0.42342,0.01351,
L0_s1,4,179,0.04214,0.16585,0.01835,
L0_s1,4,180,0.07179,0.80792,0.0099,
L0_s1,4,181,0.11011,0.42334,0.01343,
L0_s1,4,182,0.07564,0.6134,0.01119,
L0_s1,4,183,0.11833,0.67361,0.01047,
L0_s1,4,184,0.05379,0.11278,0.02236,
L0_s1,4,185,0.07899,0.76467,0.00883,
L0_s1,4,186,0.08851,0.6536,0.00948,
L0_s1,4,187,0.10559,0.6704,0.00915,
L0_s1,4,188,0.09357,0.82625,0.00946,
L0_s1,4,189,0.12576,0.85687,0.00877,
L0_s1,4,190,0.10941,0.70705,0.01012,
L0_s1,4,191,0.0881,0.40563,0.01423,
L0_s3,2,0,0.08151,0.20364,0.01353,0.84728
L0_s3,2,1,0.13758,0.83658,0.00691,0.88812
L0_s3,2,2,0.11346,0.83267,0.00714,0.86672
L0_s3,2,3,0.09725,0.23324,0.01262,0.90389
L0_s3,2,4,0.08645,0.71793,0.0079,0.82013
L0_s3,2,5,0.07616,0.15503,0.0194,0.87264
L0_s3,2,6,0.10424,0.83871,0.0081,0.86558
L0_s3,2,7,0.07846,0.93014,0.00755,0.87072
L0_s3,2,8,0.09428,0.53411,0.00928,0.84054
L0_s3,2,9,0.04491,0.19572,0.01768,0.83206
L0_s3,2,10,0.09232,0.76663,0.00804,0.93832
L0_s3,2,11,0.09856,0.56578,0.00737,0.87906
L0_s3,2,12,0.09489,0.20677,0.01774,0.87389
L0_s3,2,13,0.12782,0.94104,0.00742,0.8566
L0_s3,2,14,0.09495,0.57706,0.00923,0.89182
L0_s3,2,15,0.10353,0.90535,0.00718,0.86885
L0_s3,2,16,0.11392,0.65051,0.0079,0.84203
L0_s3,2,17,0.16679,0.69235,0.00837,0.90499
L0_s3,2,18,0.07233,0.37892,0.01397,0.89004
L0_s3,2,19,0.04826,0.94946,0.00674,0.82937
L0_s3,2,20,0.08636,0.16938,0.01819,0.88322
L0_s3,2,21,0.1091,0.6465,0.00904,0.88896
L0_s3,2,22,0.10785,0.93985,0.00714,0.91568
L0_s3,2,23,0.07355,0.35195,0.01183,0.85936
L0_s3,2,24,0.05729,0.62425,0.01039,0.83499
L0_s3,2,25,0.11275,0.74406,0.00731,0.87591
L0_s3,2,26,0.0724,0.68981,0.0071,0.86855
L0_s3,2,27,0.11516,0.58038,0.00695,0.85848
L0_s3,2,28,0.07179,0.24827,0.01549,0.88659
L0_s3,2,29,0.07047,0.75674,0.00765,0.84264
L0_s3,2,30,0.13557,0.90107,0.00662,0.86971
L0_s3,2,31,0.10397,0.84138,0.00713,0.85247
L0_s3,2,32,0.03542,0.1264,0.0248,0.8515
L0_s3,2,33,0.06083,0.89862,0.00812,0.88037
L0_s3,2,34,0.10879,0.76204,0.00701,0.89175
L0_s3,2,35,0.11115,0.85441,0.0065,0.8613
L0_s3,2,36,0.09667,0.20682,0.02037,0.8637
L0_s3,2,37,0.09912,0.93828,0.00775,0.86764
L0_s3,2,38,0.10512,0.49117,0.00727,0.85789
L0_s3,2,39,0.08228,0.40863,0.01022,0.87791
L0_s3,2,40,0.12526,0.80943,0.00761,0.84114
L0_s3,2,41,0.06686,0.94868,0.00707,0.904
L0_s3,2,42,0.10671,0.31485,0.0124,0.88749
L0_s3,2,43,0.10712,0.24928,0.01377,0.84923
L0_s3,2,44,0.10558,0.37589,0.01061,0.85254
L0_s3,2,45,0.14281,0.81574,0.00823,0.9234
L0_s3,2,46,0.0409,0.24749,0.01571,0.90739
L0_s3,2,47,0.1046,0.73173,0.00646,0.84724
L0_s3,2,48,0.10208,0.40414,0.01013,0.83275
L0_s3,2,49,0.09669,0.92028,0.00726,0.86916
L0_s3,2,50,0.04281,0.16692,0.02158,0.85626
L0_s3,2,51,0.09228,0.35893,0.01052,0.8557
L0_s3,2,52,0.08054,0.66912,0.01036,0.86993
L0_s3,2,53,0.07836,0.52504,0.01085,0.85377
L0_s3,2,54,0.07001,0.35408,0.01204,0.8102
L0_s3,2,55,0.08369,0.14913,0.01812,0.86148
L0_s3,2,56,0.07022,0.3161,0.01289,0.859
L0_s3,2,57,0.08679,0.45101,0.0079,0.90619
L0_s3,2,58,0.10897,0.55263,0.00953,0.81646
L0_s3,2,59,0.0662,0.46143,0.01052,0.86366
L0_s3,2,60,0.10275,0.91169,0.00666,0.892
L0_s3,2,61,0.08307,0.95144,0.00768,0.83398
L0_s3,2,62,0.098,0.94347,0.00723,0.83676
L0_s3,2,63,0.08629,0.52376,0.00945,0.86226
L0_s3,2,64,0.05656,0.77567,0.00769,0.87284
L0_s3,2,65,0.12135,0.58829,0.00759,0.85279
L0_s3,2,66,0.07688,0.94013,0.00707,0.88278
L0_s3,2,67,0.11068,0.80419,0.00718,0.89233
L0_s3,2,68,0.08245,0.74903,0.00863,0.87081
L0_s3,2,69,0.09216,0.36306,0.01168,0.886
L0_s3,2,70,0.07388,0.26789,0.01304,0.83978
L0_s3,2,71,0.06826,0.95289,0.00733,0.87645
L0_s3,2,72,0.07957,0.95569,0.00669,0.86719
L0_s3,2,73,0.10744,0.1321,0.02068,0.87877
L0_s3,2,74,0.09482,0.73012,0.00677,0.9118
L0_s3,2,75,0.14159,0.84444,0.00658,0.88932
L0_s3,2,76,0.08874,0.90659,0.00736,0.87595
L0_s3,2,77,0.07184,0.64508,0.0074,0.89449
L0_s3,2,78,0.11506,0.90284,0.00804,0.84712
L0_s3,2,79,0.07828,0.4077,0.01164,0.8907
L0_s3,2,80,0.10026,0.61739,0.00855,0.86046
L0_s3,2,81,0.16593,0.96685,0.00712,0.91215
L0_s3,2,82,0.10757,0.51431,0.01015,0.84302
L0_s3,2,83,0.07849,0.79914,0.00712,0.84261
L0_s3,2,84,0.08635,0.91888,0.00696,0.85552
L0_s3,2,85,0.05812,0.27791,0.01397,0.85537
L0_s3,2,86,0.08842,0.51673,0.00863,0.89657
L0_s3,2,87,0.1125,0.87352,0.00681,0.90121
L0_s3,2,88,0.09147,0.73917,0.00672,0.86624
L0_s3,2,89,0.07964,0.324,0.01271,0.82695
L0_s3,2,90,0.02569,0.06926,0.04389,0.83574
L0_s3,2,91,0.0862,0.37675,0.01134,0.82909
L0_s3,2,92,0.1053,0.20185,0.01744,0.85886
L0_s3,2,93,0.08751,0.56754,0.00966,0.84572
L0_s3,2,94,0.09565,0.54632,0.00794,0.87457
L0_s3,2,95,0.07377,0.64051,0.00986,0.87162
L0_s3,2,96,0.11932,0.63804,0.00827,0.8713
L0_s3,2,97,0.09055,0.31137,0.01006,0.91484
L0_s3,2,98,0.07805,0.21544,0.01468,0.86504
L0_s3,2,99,0.08204,0.48047,0.01003,0.87672
L0_s3,2,100,0.1048,0.88474,0.00617,0.84214
L0_s3,2,101,0.10075,0.64446,0.00803,0.8785
L0_s3,2,102,0.07397,0.18295,0.01477,0.86403
L0_s3,2,103,0.09535,0.79613,0.00693,0.85935
L0_s3,2,104,0.11484,0.91813,0.00647,0.90515
L0_s3,2,105,0.0503,0.38585,0.0105,0.89037
L0_s3,2,106,0.08905,0.12384,0.01746,0.83236
L0_s3,2,107,0.0723,0.35009,0.01181,0.94292
L0_s3,2,108,0.06805,0.55634,0.00832,0.87891
L0_s3,2,109,0.12053,0.9476,0.00746,0.88384
L0_s3,2,110,0.09754,0.46723,0.00957,0.90079
L0_s3,2,111,0.08461,0.55396,0.00898,0.88466
L0_s3,2,112,0.14072,0.54448,0.00824,0.90013
L0_s3,2,113,0.08004,0.16307,0.01538,0.86371
L0_s3,2,114,0.0322,0.37953,0.01152,0.91051
L0_s3,2,115,0.09261,0.38249,0.01008,0.85019
L0_s3,2,116,0.15713,0.83837,0.0068,0.8576
L0_s3,2,117,0.09763,0.12713,0.02664,0.83299
L0_s3,2,118,0.12152,0.901,0.00626,0.84572
L0_s3,2,119,0.0702,0.17922,0.01842,0.86747
L0_s3,2,120,0.05589,0.32673,0.01264,0.87555
L0_s3,2,121,0.11841,0.81667,0.00724,0.89491
L0_s3,2,122,0.13233,0.90264,0.00681,0.87828
L0_s3,2,123,0.12201,0.34981,0.01219,0.89814
L0_s3,2,124,0.12081,0.58462,0.00714,0.8618
L0_s3,2,125,0.0946,0.46124,0.00974,0.87933
L0_s3,2,126,0.07124,0.10396,0.0222,0.87219
L0_s3,2,127,0.12896,0.86379,0.0067,0.87755
L0_s3,2,128,0.03757,0.50382,0.0103,0.81288
L0_s3,2,129,0.10194,0.31799,0.0107,0.82564
L0_s3,2,130,0.07746,0.74505,0.00768,0.83426
L0_s3,2,131,0.05972,0.5914,0.00861,0.88664
L0_s3,2,132,0.04951,0.95001,0.00727,0.89379
L0_s3,2,133,0.09602,0.95106,0.00736,0.88576
L0_s3,2,134,0.07681,0.2307,0.01406,0.86978
L0_s3,2,135,0.12347,0.65743,0.00758,0.89147
L0_s3,2,136,0.07127,0.95663,0.00747,0.88583
L0_s3,2,137,0.11265,0.95884,0.00709,0.86673
L0_s3,2,138,0.0742,0.46966,0.01036,0.85745
L0_s3,2,139,0.10991,0.77095,0.00643,0.87417
L0_s3,2,140,0.08842,0.24775,0.01309,0.88891
L0_s3,2,141,0.05678,0.14157,0.02268,0.89604
L0_s3,2,142,0.12643,0.66218,0.00732,0.88461
L0_s3,2,143,0.075,0.64983,0.01075,0.93236
L0_s3,2,144,0.03838,0.13542,0.02123,0.87058
L0_s3,2,145,0.13648,0.63628,0.00785,0.88556
L0_s3,2,146,0.10891,0.41276,0.01102,0.87195
L0_s3,2,147,0.09552,0.47245,0.0092,0.86962
L0_s3,2,148,0.09393,0.89183,0.00777,0.93882
L0_s3,2,149,0.09561,0.6425,0.00828,0.9138
L0_s3,2,150,0.12598,0.87173,0.00673,0.89003
L0_s3,2,151,0.0638,0.28253,0.01496,0.9257
L0_s3,2,152,0.09602,0.39334,0.01135,0.94543
L0_s3,2,153,0.1273,0.55052,0.00979,0.94773
L0_s3,2,154,0.13843,0.55149,0.00983,0.83395
L0_s3,2,155,0.10991,0.81882,0.00646,0.87745
L0_s3,2,156,0.0886,0.94761,0.00718,0.89594
L0_s3,2,157,0.05753,0.13593,0.02603,0.8588
L0_s3,2,158,0.10573,0.50953,0.00892,0.85103
L0_s3,2,159,0.11767,0.81652,0.00696,0.87627
L0_s3,2,160,0.07288,0.35548,0.01283,0.93671
L0_s3,2,161,0.0985,0.75516,0.00736,0.87182
L0_s3,2,162,0.03284,0.07358,0.03,0.87608
L0_s3,2,163,0.09818,0.1563,0.02077,0.86174
L0_s3,2,164,0.11062,0.67545,0.00748,0.8623
L0_s3,2,165,0.12276,0.92736,0.00691,0.85522
L0_s3,2,166,0.09415,0.5724,0.00792,0.89117
L0_s3,2,167,0.11756,0.92215,0.00798,0.88449
L0_s3,2,168,0.07378,0.13897,0.01791,0.83374
L0_s3,2,169,0.08818,0.35571,0.01167,0.86079
L0_s3,2,170,0.10502,0.43422,0.01124,0.83806
L0_s3,2,171,0.08375,0.69308,0.01028,0.89704
L0_s3,2,172,0.10091,0.5329,0.00806,0.89968
L0_s3,2,173,0.08858,0.39912,0.01067,0.93129
L0_s3,2,174,0.11279,0.4428,0.00936,0.89095
L0_s3,2,175,0.09581,0.94215,0.00704,0.95735
L0_s3,2,176,0.14805,0.78464,0.00617,0.84066
L0_s3,2,177,0.09063,0.93133,0.00595,0.89495
L0_s3,2,178,0.08147,0.14279,0.02286,0.86399
L0_s3,2,179,0.1383,0.93168,0.007,0.87746
L0_s3,2,180,0.11475,0.45406,0.01031,0.89607
L0_s3,2,181,0.05885,0.20212,0.01355,0.87538
L0_s3,2,182,0.07376,0.51624,0.00872,0.90353
L0_s3,2,183,0.13639,0.56174,0.00955,0.86039
L0_s3,2,184,0.05208,0.92928,0.00716,0.87569
L0_s3,2,185,0.1021,0.46974,0.00841,0.88335
L0_s3,2,186,0.08732,0.36388,0.01163,0.85704
L0_s3,2,187,0.12261,0.79858,0.00691,0.86944
L0_s3,2,188,0.15243,0.92828,0.00676,0.83452
L0_s3,2,189,0.1734,0.92709,0.00656,0.87714
L0_s3,2,190,0.08256,0.95161,0.00668,0.85173
L0_s3,2,191,0.0794,0.59897,0.00946,0.89308
L0_s3,3,0,0.08722,0.30659,0.01373,0.86116
L0_s3,3,1,0.05823,0.84146,0.00806,0.86856
L0_s3,3,2,0.13773,0.74411,0.00774,0.86405
L0_s3,3,3,0.10094,0.95085,0.00754,0.87656
L0_s3,3,4,0.08224,0.38006,0.01149,0.89833
L0_s3,3,5,0.11262,0.57205,0.00917,0.89806
L0_s3,3,6,0.08345,0.73052,0.00825,0.86417
L0_s3,3,7,0.06291,0.31041,0.01619,0.83515
L0_s3,3,8,0.05486,0.45315,0.01106,0.86719
L0_s3,3,9,0.09429,0.32723,0.01297,0.85346
L0_s3,3,10,0.07806,0.96452,0.00742,0.88606
L0_s3,3,11,0.09276,0.61649,0.00887,0.90154
L0_s3,3,12,0.10842,0.57455,0.00913,0.91747
L0_s3,3,13,0.1255,0.69316,0.0092,0.90412
L0_s3,3,14,0.08547,0.28887,0.01354,0.87999
L0_s3,3,15,0.07896,0.78156,0.00827,0.92072
L0_s3,3,16,0.07884,0.385,0.01294,0.8572
L0_s3,3,17,0.09225,0.9484,0.00708,0.88621
L0_s3,3,18,0.10327,0.93505,0.00737,0.87071
L0_s3,3,19,0.08085,0.38529,0.01233,0.90911
L0_s3,3,20,0.08886,0.1352,0.02089,0.86676
L0_s3,3,21,0.0625,0.46304,0.01207,0.87683
L0_s3,3,22,0.09619,0.1518,0.0168,0.87619
L0_s3,3,23,0.11018,0.37314,0.0114,0.89529
L0_s3,3,24,0.094,0.66704,0.00831,0.88965
L0_s3,3,25,0.11501,0.38188,0.01229,0.84847
L0_s3,3,26,0.09041,0.37324,0.0136,0.86871
L0_s3,3,27,0.14223,0.90433,0.00717,0.8773
L0_s3,3,28,0.09962,0.18446,0.02037,0.8569
L0_s3,3,29,0.03499,0.52241,0.01007,0.88435
L0_s3,3,30,0.09288,0.40678,0.01162,0.8512
L0_s3,3,31,0.08551,0.18409,0.01595,0.8716
L0_s3,3,32,0.09549,0.48033,0.00913,0.88692
L0_s3,3,33,0.06856,0.55473,0.01217,0.88271
L0_s3,3,34,0.09325,0.76413,0.00854,0.84418
L0_s3,3,35,0.02846,0.31797,0.01333,0.83746
L0_s3,3,36,0.08637,0.78702,0.00799,0.8807
L0_s3,3,37,0.04352,0.14133,0.02074,0.87165
L0_s3,3,38,0.10142,0.91345,0.00808,0.88311
L0_s3,3,39,0.10052,0.79632,0.00793,0.85774
L0_s3,3,40,0.10291,0.80399,0.00814,0.89149
L0_s3,3,41,0.11353,0.7979,0.00782,0.83045
L0_s3,3,42,0.08863,0.61561,0.00994,0.85849
L0_s3,3,43,0.14837,0.80892,0.00879,0.86763
L0_s3,3,44,0.06444,0.38766,0.01322,0.86443
L0_s3,3,45,0.0989,0.60687,0.0084,0.88016
L0_s3,3,46,0.14477,0.86176,0.00656,0.90032
L0_s3,3,47,0.07752,0.42551,0.0118,0.85727
L0_s3,3,48,0.03685,0.11696,0.02755,0.85491
L0_s3,3,49,0.0704,0.44456,0.01094,0.85115
L0_s3,3,50,0.07272,0.86759,0.00834,0.88044
L0_s3,3,51,0.11209,0.82828,0.00767,0.87521
L0_s3,3,52,0.06703,0.34365,0.01319,0.87206
L0_s3,3,53,0.06642,0.72824,0.00806,0.90902
L0_s3,3,54,0.05363,0.52448,0.012,0.88701
L0_s3,3,55,0.09922,0.83255,0.00754,0.84947
L0_s3,3,56,0.07687,0.39538,0.01234,0.89433
L0_s3,3,57,0.11748,0.88974,0.00763,0.89995
L0_s3,3,58,0.04692,0.1753,0.02008,0.89646
L0_s3,3,59,0.10454,0.42129,0.01115,0.88944
L0_s3,3,60,0.08517,0.78705,0.0092,0.90742
L0_s3,3,61,0.12897,0.57879,0.00941,0.88616
L0_s3,3,62,0.10064,0.76133,0.0084,0.87995
L0_s3,3,63,0.12754,0.93064,0.00752,0.89574
L0_s3,3,64,0.08933,0.80203,0.00849,0.85432
L0_s3,3,65,0.04991,0.53874,0.01232,0.87002
L0_s3,3,66,0.04836,0.53629,0.01336,0.85817
L0_s3,3,67,0.09074,0.8925,0.00818,0.9292
L0_s3,3,68,0.0438,0.70307,0.01092,0.87281
L0_s3,3,69,0.10606,0.36288,0.0118,0.89614
L0_s3,3,70,0.08974,0.81126,0.0072,0.84565
L0_s3,3,71,0.12363,0.83648,0.00881,0.87068
L0_s3,3,72,0.09889,0.13561,0.02347,0.84866
L0_s3,3,73,0.05838,0.45467,0.01177,0.84197
L0_s3,3,74,0.16271,0.90432,0.00728,0.84072
L0_s3,3,75,0.11952,0.43983,0.01022,0.85228
L0_s3,3,76,0.09414,0.68512,0.00804,0.84388
L0_s3,3,77,0.08942,0.60618,0.00957,0.93116
L0_s3,3,78,0.10917,0.3198,0.01309,0.8554
L0_s3,3,79,0.1144,0.81136,0.00839,0.90486
L0_s3,3,80,0.09025,0.46444,0.01068,0.86876
L0_s3,3,81,0.07836,0.92356,0.00775,0.89396
L0_s3,3,82,0.10005,0.79593,0.00829,0.85515
L0_s3,3,83,0.09736,0.60537,0.00876,0.85315
L0_s3,3,84,0.09568,0.42081,0.01056,0.86592
L0_s3,3,85,0.0915,0.46671,0.01056,0.87721
L0_s3,3,86,0.14033,0.92124,0.00782,0.89298
L0_s3,3,87,0.08364,0.94878,0.00756,0.87946
L0_s3,3,88,0.08057,0.19295,0.01845,0.83813
L0_s3,3,89,0.06517,0.69936,0.00881,0.86824
L0_s3,3,90,0.06864,0.48872,0.01012,0.88163
L0_s3,3,91,0.07021,0.40254,0.01279,0.87859
L0_s3,3,92,0.07398,0.61071,0.01094,0.84067
L0_s3,3,93,0.06622,0.41515,0.01192,0.86007
L0_s3,3,94,0.03619,0.0511,0.04166,0.85837
L0_s3,3,95,0.11144,0.88227,0.0073,0.89747
L0_s3,3,96,0.11606,0.54479,0.00955,0.86856
L0_s3,3,97,0.08668,0.94074,0.00772,0.87341
L0_s3,3,98,0.09499,0.5002,0.01082,0.86892
L0_s3,3,99,0.11388,0.72909,0.00909,0.84632
L0_s3,3,100,0.07061,0.57306,0.00914,0.8683
L0_s3,3,101,0.10405,0.37506,0.01302,0.87754
L0_s3,3,102,0.06908,0.47931,0.01155,0.85052
L0_s3,3,103,0.06374,0.54535,0.00781,0.90773
L0_s3,3,104,0.0914,0.91043,0.00712,0.8445
L0_s3,3,105,0.10386,0.47872,0.01068,0.87619
L0_s3,3,106,0.05766,0.39614,0.01188,0.89624
L0_s3,3,107,0.12286,0.93407,0.00715,0.8707
L0_s3,3,108,0.12466,0.31788,0.01266,0.89503
L0_s3,3,109,0.05595,0.68723,0.00903,0.83147
L0_s3,3,110,0.09418,0.95669,0.00744,0.86675
L0_s3,3,111,0.11309,0.90469,0.00731,0.89965
L0_s3,3,112,0.04716,0.70456,0.00934,0.91045
L0_s3,3,113,0.09069,0.27133,0.01403,0.87837
L0_s3,3,114,0.10035,0.86725,0.00754,0.85319
L0_s3,3,115,0.08025,0.47745,0.01085,0.92782
L0_s3,3,116,0.07549,0.80411,0.00752,0.86526
L0_s3,3,117,0.07655,0.59443,0.01009,0.8705
L0_s3,3,118,0.11526,0.64275,0.00906,0.87914
L0_s3,3,119,0.11637,0.26905,0.01266,0.88025
L0_s3,3,120,0.06904,0.36245,0.01247,0.87717
L0_s3,3,121,0.08222,0.9539,0.00713,0.87467
L0_s3,3,122,0.08451,0.55189,0.00919,0.90225
L0_s3,3,123,0.17132,0.84031,0.00873,0.89072
L0_s3,3,124,0.12873,0.73777,0.0096,0.8649
L0_s3,3,125,0.12193,0.81222,0.00721,0.88247
L0_s3,3,126,0.1236,0.7371,0.00886,0.89081
L0_s3,3,127,0.12864,0.80353,0.00864,0.89996
L0_s3,3,128,0.04273,0.65138,0.00984,0.84043
L0_s3,3,129,0.08448,0.28952,0.01198,0.83479
L0_s3,3,130,0.09539,0.33218,0.01331,0.8978
L0_s3,3,131,0.12125,0.74641,0.00748,0.89549
L0_s3,3,132,0.0985,0.58949,0.00922,0.86167
L0_s3,3,133,0.16324,0.86825,0.00863,0.87015
L0_s3,3,134,0.11462,0.75033,0.00739,0.89316
L0_s3,3,135,0.13313,0.90406,0.00831,0.88084
L0_s3,3,136,0.09868,0.66299,0.00894,0.86105
L0_s3,3,137,0.11889,0.43119,0.01147,0.89954
L0_s3,3,138,0.10059,0.45881,0.00979,0.86285
L0_s3,3,139,0.08521,0.85687,0.00797,0.866
L0_s3,3,140,0.12726,0.86057,0.00811,0.86348
L0_s3,3,141,0.11019,0.91451,0.00701,0.86443
L0_s3,3,142,0.09663,0.87227,0.00722,0.87384
L0_s3,3,143,0.09628,0.96798,0.00759,0.85902
L0_s3,3,144,0.03613,0.52296,0.01033,0.88662
L0_s3,3,145,0.11562,0.77722,0.00725,0.89888
L0_s3,3,146,0.10772,0.81383,0.00849,0.87495
L0_s3,3,147,0.12121,0.77414,0.0075,0.88699
L0_s3,3,148,0.08588,0.95759,0.00757,0.87566
L0_s3,3,149,0.15419,0.86046,0.00787,0.86902
L0_s3,3,150,0.12605,0.89774,0.00794,0.85415
L0_s3,3,151,0.06989,0.81911,0.00808,0.87043
L0_s3,3,152,0.1148,0.95499,0.0075,0.86698
L0_s3,3,153,0.11425,0.64493,0.00904,0.81743
L0_s3,3,154,0.05123,0.2039,0.01876,0.86691
L0_s3,3,155,0.11457,0.41253,0.01069,0.90458
L0_s3,3,156,0.09087,0.95777,0.00732,0.88579
L0_s3,3,157,0.13158,0.71423,0.00814,0.83821
L0_s3,3,158,0.09751,0.54293,0.00964,0.87758
L0_s3,3,159,0.08903,0.85942,0.0078,0.90488
L0_s3,3,160,0.08406,0.96078,0.00751,0.89946
L0_s3,3,161,0.0892,0.90621,0.00696,0.88512
L0_s3,3,162,0.11237,0.39171,0.01176,0.84267
L0_s3,3,163,0.09441,0.37798,0.01348,0.87059
L0_s3,3,164,0.10516,0.59018,0.01039,0.89533
L0_s3,3,165,0.06769,0.65735,0.00868,0.84859
L0_s3,3,166,0.09211,0.93979,0.00848,0.92642
L0_s3,3,167,0.10204,0.82361,0.00738,0.8714
L0_s3,3,168,0.08086,0.39581,0.01376,0.82706
L0_s3,3,169,0.09962,0.52844,0.00919,0.87462
L0_s3,3,170,0.09284,0.47284,0.0108,0.90008
L0_s3,3,171,0.09185,0.85199,0.00719,0.83827
L0_s3,3,172,0.09145,0.29044,0.01651,0.88826
L0_s3,3,173,0.09534,0.93408,0.00713,0.8729
L0_s3,3,174,0.07639,0.86717,0.00771,0.84877
L0_s3,3,175,0.09682,0.94735,0.00697,0.87868
L0_s3,3,176,0.11086,0.41473,0.011,0.8798
L0_s3,3,177,0.12849,0.83719,0.00735,0.83033
L0_s3,3,178,0.08929,0.31705,0.01406,0.89474
L0_s3,3,179,0.1056,0.33637,0.01257,0.85109
L0_s3,3,180,0.12157,0.74395,0.00727,0.86052
L0_s3,3,181,0.0691,0.8095,0.00795,0.81044
L0_s3,3,182,0.13654,0.50207,0.00963,0.85711
L0_s3,3,183,0.09739,0.38283,0.0122,0.87393
